0,1,2,3,4,5,6,bowler,Innings,Runs,Extras,Dismissals,Balls Bowled,4s,6s,0s,1s,2s,Highest Conceeded,Strike Rate,Bowling Average,economy,Runs Conceded
9.0,11.0,4.0,0.0,0.0,0.0,0.0,IC Pandey,24,584,25,19,464,77.0,17.0,229.0,123.0,18.0,41,24.42105263157895,30.736842105263158,7.551724137931034,609
0.0,1.0,0.0,0.0,0.0,0.0,0.0,IC Porel,1,37,5,1,24,6.0,1.0,12.0,7.0,0.0,37,24.0,37.0,9.25,42
38.0,35.0,20.0,8.0,0.0,0.0,0.0,IK Pathan,101,2569,142,99,2044,291.0,82.0,954.0,666.0,115.0,47,20.646464646464647,25.949494949494948,7.5410958904109595,2711
1.0,6.0,0.0,1.0,0.0,0.0,0.0,IS Sodhi,8,201,3,9,181,9.0,8.0,67.0,80.0,17.0,40,20.11111111111111,22.333333333333332,6.662983425414364,204
15.0,20.0,11.0,8.0,5.0,0.0,0.0,Imran Tahir,59,1664,65,86,1317,97.0,83.0,474.0,597.0,86.0,59,15.313953488372093,19.348837209302324,7.5808656036446465,1729
21.0,14.0,8.0,5.0,0.0,0.0,0.0,Iqbal Abdulla,48,1083,42,45,920,88.0,37.0,369.0,395.0,50.0,40,20.444444444444443,24.066666666666666,7.0630434782608695,1125
14.0,15.0,3.0,2.0,0.0,0.0,0.0,J Botha,34,781,37,27,694,59.0,24.0,283.0,294.0,43.0,42,25.703703703703702,28.925925925925927,6.752161383285303,818
5.0,12.0,4.0,0.0,0.0,0.0,0.0,J Suchith,21,585,19,20,420,47.0,26.0,156.0,171.0,32.0,45,21.0,29.25,8.357142857142858,604
4.0,4.0,3.0,0.0,0.0,0.0,0.0,J Syed Mohammad,11,279,7,10,192,18.0,12.0,54.0,90.0,21.0,43,19.2,27.9,8.71875,286
2.0,6.0,1.0,0.0,0.0,1.0,0.0,J Theron,10,288,23,13,223,28.0,9.0,88.0,98.0,12.0,42,17.153846153846153,22.153846153846153,7.748878923766815,311
11.0,7.0,1.0,0.0,0.0,0.0,0.0,J Yadav,19,411,10,9,368,29.0,15.0,154.0,147.0,29.0,37,40.888888888888886,45.666666666666664,6.701086956521739,421
29.0,33.0,15.0,7.0,3.0,0.0,0.0,JA Morkel,87,2256,153,96,1736,264.0,56.0,762.0,593.0,125.0,56,18.083333333333332,23.5,7.797235023041474,2409
1.0,1.0,1.0,0.0,0.0,0.0,0.0,JA Richardson,3,114,8,3,66,9.0,7.0,27.0,18.0,7.0,53,22.0,38.0,10.363636363636363,122
8.0,13.0,8.0,6.0,0.0,0.0,0.0,JC Archer,35,948,60,47,831,81.0,44.0,424.0,261.0,45.0,46,17.680851063829788,20.170212765957448,6.844765342960288,1008
8.0,6.0,1.0,1.0,0.0,0.0,0.0,JD Ryder,16,297,17,11,236,21.0,13.0,89.0,101.0,17.0,34,21.454545454545453,27.0,7.5508474576271185,314
35.0,26.0,19.0,7.0,1.0,2.0,0.0,JD Unadkat,90,2729,77,99,1897,234.0,125.0,694.0,751.0,126.0,51,19.161616161616163,27.565656565656564,8.631523458091724,2806
7.0,2.0,4.0,1.0,0.0,0.0,0.0,JDP Oram,14,342,20,13,238,34.0,14.0,92.0,89.0,14.0,51,18.307692307692307,26.307692307692307,8.621848739495798,362
8.0,3.0,1.0,1.0,0.0,0.0,0.0,JDS Neesham,13,328,14,8,216,32.0,14.0,74.0,89.0,12.0,51,27.0,41.0,9.11111111111111,342
2.0,1.0,1.0,1.0,0.0,0.0,0.0,JE Taylor,5,152,15,6,118,10.0,9.0,59.0,30.0,14.0,43,19.666666666666668,25.333333333333332,7.728813559322033,167
8.0,5.0,2.0,0.0,0.0,0.0,0.0,JEC Franklin,15,216,9,9,153,21.0,6.0,43.0,75.0,9.0,35,17.0,24.0,8.470588235294118,225
42.0,24.0,19.0,4.0,0.0,0.0,0.0,JH Kallis,89,2222,126,74,1751,236.0,58.0,693.0,702.0,104.0,50,23.66216216216216,30.027027027027028,7.613934894346087,2348
38.0,38.0,20.0,15.0,7.0,2.0,0.0,JJ Bumrah,120,3298,201,161,2793,307.0,102.0,1228.0,994.0,214.0,55,17.347826086956523,20.48447204968944,7.084854994629431,3499
1.0,1.0,1.0,0.0,0.0,0.0,0.0,JJ van der Wath,3,125,9,3,74,17.0,6.0,35.0,16.0,1.0,50,24.666666666666668,41.666666666666664,10.135135135135135,134
4.0,1.0,5.0,0.0,0.0,0.0,0.0,JL Pattinson,10,311,10,11,213,34.0,10.0,87.0,68.0,22.0,51,19.363636363636363,28.272727272727273,8.76056338028169,321
4.0,0.0,0.0,1.0,0.0,0.0,0.0,JM Kemp,5,51,7,3,44,6.0,1.0,21.0,17.0,2.0,14,14.666666666666666,17.0,6.954545454545455,58
12.0,10.0,6.0,7.0,3.0,0.0,0.0,JO Holder,38,1124,75,55,827,106.0,40.0,341.0,316.0,66.0,50,15.036363636363637,20.436363636363637,8.154776299879082,1199
1.0,3.0,1.0,0.0,0.0,0.0,0.0,JP Behrendorff,5,162,6,5,114,19.0,8.0,57.0,28.0,5.0,48,22.8,32.4,8.526315789473685,168
32.0,13.0,3.0,0.0,1.0,0.0,0.0,JP Duminy,49,802,45,23,678,53.0,33.0,265.0,308.0,42.0,33,29.47826086956522,34.869565217391305,7.097345132743362,847
20.0,22.0,8.0,5.0,2.0,3.0,0.0,JP Faulkner,60,1744,105,76,1243,160.0,67.0,487.0,448.0,121.0,54,16.355263157894736,22.94736842105263,8.418342719227674,1849
1.0,2.0,0.0,0.0,0.0,0.0,0.0,JPR Scantlebury-Searles,3,86,3,2,42,4.0,7.0,10.0,21.0,2.0,49,21.0,43.0,12.285714285714285,89
8.0,5.0,6.0,4.0,1.0,0.0,0.0,JR Hazlewood,24,718,36,33,549,75.0,30.0,257.0,170.0,31.0,62,16.636363636363637,21.757575757575758,7.846994535519126,754
8.0,10.0,2.0,0.0,0.0,0.0,0.0,JR Hopes,20,539,23,14,360,44.0,28.0,128.0,143.0,26.0,53,25.714285714285715,38.5,8.983333333333334,562
1.0,1.0,1.0,0.0,0.0,0.0,0.0,JW Hastings,3,63,3,3,59,11.0,0.0,34.0,13.0,3.0,29,19.666666666666668,21.0,6.40677966101695,66
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jalaj S Saxena,1,27,0,0,18,4.0,0.0,5.0,7.0,2.0,27,inf,inf,9.0,27
3.0,2.0,2.0,0.0,0.0,0.0,0.0,Jaskaran Singh,7,162,12,6,106,23.0,4.0,49.0,25.0,9.0,34,17.666666666666668,27.0,9.169811320754718,174
5.0,7.0,3.0,0.0,0.0,0.0,0.0,Joginder Sharma,15,402,19,13,263,38.0,17.0,83.0,120.0,14.0,46,20.23076923076923,30.923076923076923,9.171102661596958,421
6.0,0.0,0.0,0.0,0.0,0.0,0.0,K Goel,6,92,2,0,66,9.0,2.0,21.0,27.0,7.0,25,inf,inf,8.363636363636363,94
14.0,9.0,5.0,0.0,0.0,0.0,0.0,K Gowtham,28,655,22,19,480,59.0,29.0,178.0,195.0,25.0,45,25.263157894736842,34.473684210526315,8.1875,677
1.0,1.0,2.0,0.0,0.0,0.0,0.0,K Kartikeya,4,102,1,5,78,8.0,5.0,30.0,30.0,5.0,32,15.6,20.4,7.846153846153847,103
3.0,1.0,1.0,0.0,0.0,0.0,0.0,K Khejroliya,5,147,10,3,95,9.0,10.0,35.0,43.0,4.0,39,31.666666666666668,49.0,9.284210526315789,157
11.0,19.0,17.0,9.0,7.0,0.0,0.0,K Rabada,63,1901,122,108,1447,187.0,75.0,648.0,479.0,103.0,58,13.398148148148149,17.60185185185185,7.882515549412577,2023
0.0,1.0,1.0,0.0,0.0,0.0,0.0,K Santokie,2,87,4,3,48,6.0,6.0,19.0,13.0,7.0,47,16.0,29.0,10.875,91
3.0,0.0,0.0,0.0,0.0,0.0,0.0,K Upadhyay,3,79,2,0,54,9.0,3.0,22.0,20.0,1.0,33,inf,inf,8.777777777777779,81
1.0,0.0,0.0,0.0,0.0,0.0,0.0,K Yadav,1,16,1,0,12,3.0,0.0,5.0,4.0,0.0,16,inf,inf,8.0,17
3.0,4.0,1.0,1.0,0.0,0.0,0.0,KA Jamieson,9,258,13,9,171,27.0,14.0,79.0,52.0,7.0,40,19.0,28.666666666666668,9.052631578947368,271
51.0,36.0,17.0,1.0,2.0,0.0,0.0,KA Pollard,107,2077,123,81,1496,169.0,78.0,518.0,711.0,108.0,45,18.469135802469136,25.641975308641975,8.330213903743315,2200
2.0,0.0,0.0,0.0,0.0,0.0,0.0,KAJ Roach,2,76,4,0,49,10.0,3.0,24.0,12.0,3.0,46,inf,inf,9.306122448979592,80
5.0,4.0,2.0,0.0,0.0,0.0,0.0,KC Cariappa,11,340,9,8,218,23.0,19.0,69.0,95.0,15.0,54,27.25,42.5,9.357798165137615,349
53.0,23.0,10.0,6.0,1.0,0.0,0.0,KH Pandya,93,1971,95,65,1675,138.0,64.0,602.0,809.0,110.0,42,25.76923076923077,30.323076923076922,7.0602985074626865,2066
3.0,2.0,0.0,0.0,0.0,0.0,0.0,KJ Abbott,5,170,12,2,97,24.0,4.0,35.0,31.0,7.0,44,48.5,85.0,10.515463917525773,182
9.0,9.0,6.0,10.0,0.0,0.0,0.0,KK Ahmed,34,1070,46,51,780,112.0,43.0,352.0,245.0,52.0,46,15.294117647058824,20.980392156862745,8.23076923076923,1116
7.0,6.0,7.0,4.0,1.0,0.0,0.0,KK Cooper,25,725,64,36,577,59.0,23.0,233.0,222.0,62.0,49,16.02777777777778,20.13888888888889,7.538994800693241,789
7.0,3.0,1.0,0.0,0.0,0.0,0.0,KL Nagarkoti,11,280,7,5,180,21.0,14.0,57.0,76.0,15.0,40,36.0,56.0,9.333333333333334,287
0.0,2.0,1.0,0.0,0.0,0.0,0.0,KM Asif,3,90,3,4,50,8.0,6.0,20.0,14.0,4.0,42,12.5,22.5,10.8,93
4.0,1.0,1.0,1.0,1.0,0.0,0.0,KMA Paul,8,216,23,10,168,18.0,8.0,67.0,79.0,7.0,45,16.8,21.6,7.714285714285715,239
0.0,4.0,1.0,0.0,0.0,0.0,0.0,KMDN Kulasekara,5,115,7,6,102,16.0,0.0,52.0,27.0,12.0,37,17.0,19.166666666666668,6.764705882352941,122
6.0,5.0,1.0,0.0,1.0,0.0,0.0,KP Appanna,13,278,13,11,216,20.0,11.0,76.0,99.0,15.0,30,19.636363636363637,25.272727272727273,7.722222222222221,291
6.0,5.0,2.0,0.0,0.0,0.0,0.0,KP Pietersen,13,205,13,9,174,10.0,9.0,63.0,86.0,11.0,31,19.333333333333332,22.77777777777778,7.068965517241379,218
2.0,4.0,0.0,0.0,1.0,0.0,0.0,KR Sen,7,230,10,8,151,24.0,11.0,65.0,47.0,9.0,51,18.875,28.75,9.139072847682119,240
2.0,0.0,0.0,0.0,0.0,0.0,0.0,KS Williamson,2,31,0,0,18,1.0,2.0,2.0,11.0,2.0,24,inf,inf,10.333333333333334,31
26.0,25.0,9.0,4.0,1.0,1.0,0.0,KV Sharma,66,1593,52,64,1222,87.0,91.0,449.0,529.0,79.0,56,19.09375,24.890625,7.8216039279869065,1645
2.0,7.0,5.0,0.0,1.0,0.0,0.0,KW Richardson,15,458,21,21,335,40.0,23.0,146.0,113.0,22.0,47,15.952380952380953,21.80952380952381,8.202985074626865,479
4.0,1.0,2.0,0.0,1.0,1.0,0.0,Kamran Khan,9,228,20,14,167,25.0,10.0,81.0,55.0,5.0,47,11.928571428571429,16.285714285714285,8.191616766467067,248
2.0,3.0,2.0,1.0,1.0,0.0,0.0,Karanveer Singh,9,312,11,14,204,19.0,19.0,75.0,79.0,20.0,51,14.571428571428571,22.285714285714285,9.176470588235293,323
4.0,9.0,3.0,0.0,0.0,0.0,0.0,Kartik Tyagi,16,541,35,15,365,52.0,27.0,164.0,121.0,22.0,46,24.333333333333332,36.06666666666667,8.893150684931507,576
21.0,20.0,7.0,6.0,3.0,0.0,0.0,Kuldeep Yadav,57,1621,50,64,1195,91.0,87.0,395.0,563.0,80.0,58,18.671875,25.328125,8.138912133891214,1671
1.0,0.0,1.0,1.0,0.0,0.0,0.0,L Ablish,3,72,4,5,42,11.0,1.0,14.0,16.0,3.0,39,8.4,14.4,10.285714285714285,76
23.0,28.0,14.0,4.0,3.0,1.0,0.0,L Balaji,73,1952,131,85,1516,188.0,69.0,641.0,568.0,106.0,49,17.83529411764706,22.96470588235294,7.725593667546174,2083
1.0,3.0,6.0,3.0,1.0,0.0,0.0,L Ngidi,14,430,30,28,326,39.0,22.0,155.0,111.0,14.0,62,11.642857142857142,15.357142857142858,7.914110429447852,460
0.0,1.0,0.0,0.0,0.0,0.0,0.0,LA Carseldine,1,5,1,1,6,1.0,0.0,5.0,1.0,0.0,5,6.0,5.0,5.0,6
5.0,1.0,0.0,1.0,0.0,0.0,0.0,LE Plunkett,7,221,7,4,150,15.0,12.0,46.0,73.0,8.0,52,37.5,55.25,8.84,228
11.0,12.0,6.0,3.0,2.0,1.0,0.0,LH Ferguson,35,1036,57,46,772,111.0,40.0,350.0,256.0,48.0,54,16.782608695652176,22.52173913043478,8.05181347150259,1093
0.0,1.0,0.0,0.0,0.0,0.0,0.0,LI Meriwala,1,31,1,1,19,4.0,1.0,6.0,7.0,1.0,31,19.0,31.0,9.789473684210526,32
4.0,2.0,0.0,0.0,0.0,0.0,0.0,LJ Wright,6,120,5,2,71,5.0,9.0,19.0,38.0,4.0,35,35.5,60.0,10.140845070422536,125
0.0,1.0,0.0,0.0,0.0,0.0,0.0,LMP Simmons,1,34,0,1,18,2.0,2.0,2.0,10.0,2.0,34,18.0,34.0,11.333333333333332,34
1.0,0.0,0.0,0.0,0.0,0.0,0.0,LPC Silva,1,21,0,0,6,0.0,3.0,0.0,3.0,0.0,21,inf,inf,21.0,21
14.0,11.0,0.0,2.0,0.0,0.0,0.0,LR Shukla,27,429,29,17,316,39.0,16.0,127.0,112.0,31.0,37,18.58823529411765,25.235294117647058,8.145569620253164,458
2.0,0.0,0.0,0.0,0.0,0.0,0.0,LRPL Taylor,2,23,1,0,12,0.0,2.0,1.0,9.0,1.0,12,inf,inf,11.5,24
10.0,1.0,1.0,1.0,0.0,0.0,0.0,LS Livingstone,13,209,6,6,144,11.0,12.0,47.0,67.0,13.0,25,24.0,34.833333333333336,8.708333333333332,215
7.0,4.0,2.0,0.0,0.0,0.0,0.0,Lalit Yadav,13,249,4,8,193,15.0,11.0,60.0,93.0,15.0,41,24.125,31.125,7.740932642487046,253
18.0,15.0,7.0,2.0,0.0,0.0,0.0,M Ashwin,42,1079,50,35,848,80.0,46.0,321.0,369.0,57.0,43,24.228571428571428,30.82857142857143,7.6344339622641515,1129
4.0,4.0,0.0,2.0,0.0,0.0,0.0,M Jansen,10,302,23,10,229,28.0,14.0,109.0,76.0,12.0,57,22.9,30.2,7.9126637554585155,325
26.0,21.0,7.0,0.0,1.0,0.0,0.0,M Kartik,55,1341,77,39,1154,97.0,41.0,433.0,521.0,84.0,50,29.58974358974359,34.38461538461539,6.972270363951473,1418
3.0,0.0,0.0,0.0,0.0,0.0,0.0,M Manhas,3,42,0,0,42,2.0,1.0,15.0,21.0,2.0,19,inf,inf,6.0,42
9.0,8.0,1.0,1.0,1.0,0.0,0.0,M Markande,20,505,17,17,360,42.0,23.0,118.0,165.0,17.0,42,21.176470588235293,29.705882352941178,8.416666666666666,522
19.0,25.0,18.0,5.0,3.0,0.0,0.0,M Morkel,70,2005,131,88,1642,230.0,61.0,804.0,499.0,95.0,48,18.65909090909091,22.78409090909091,7.326431181485992,2136
23.0,26.0,12.0,3.0,2.0,0.0,0.0,M Muralitharan,66,1642,123,67,1530,105.0,67.0,695.0,611.0,100.0,51,22.83582089552239,24.507462686567163,6.43921568627451,1765
5.0,2.0,1.0,0.0,1.0,0.0,0.0,M Ntini,9,238,19,8,212,29.0,8.0,110.0,59.0,6.0,42,26.5,29.75,6.735849056603774,257
1.0,0.0,1.0,0.0,0.0,0.0,0.0,M Pathirana,2,41,15,2,41,6.0,0.0,27.0,13.0,2.0,21,20.5,20.5,6.0,56
17.0,21.0,8.0,4.0,0.0,1.0,0.0,M Prasidh Krishna,51,1619,122,54,1168,197.0,56.0,566.0,340.0,65.0,53,21.62962962962963,29.98148148148148,8.316780821917808,1741
3.0,3.0,1.0,1.0,1.0,0.0,0.0,M Theekshana,9,259,8,12,210,17.0,11.0,70.0,103.0,11.0,35,17.5,21.583333333333332,7.4,267
4.0,0.0,0.0,0.0,0.0,0.0,0.0,M Vijay,4,48,1,0,36,6.0,0.0,9.0,20.0,2.0,16,inf,inf,8.0,49
2.0,1.0,1.0,1.0,0.0,0.0,0.0,M de Lange,5,157,14,6,110,21.0,4.0,48.0,38.0,4.0,37,18.333333333333332,26.166666666666668,8.563636363636363,171
1.0,0.0,1.0,0.0,0.0,0.0,0.0,MA Khote,2,51,1,2,30,4.0,2.0,6.0,13.0,5.0,29,15.0,25.5,10.2,52
6.0,9.0,5.0,4.0,2.0,0.0,0.0,MA Starc,26,656,69,39,583,77.0,8.0,287.0,182.0,56.0,40,14.948717948717949,16.82051282051282,6.751286449399657,725
1.0,0.0,0.0,0.0,0.0,0.0,0.0,MA Wood,1,48,2,0,24,6.0,2.0,7.0,8.0,2.0,48,inf,inf,12.0,50
1.0,0.0,0.0,0.0,0.0,0.0,0.0,MB Parmar,1,32,1,0,18,6.0,0.0,5.0,8.0,0.0,32,inf,inf,10.666666666666666,33
29.0,19.0,9.0,3.0,0.0,0.0,0.0,MC Henriques,60,1256,46,46,951,123.0,38.0,343.0,417.0,55.0,44,20.67391304347826,27.304347826086957,7.92429022082019,1302
5.0,3.0,7.0,4.0,1.0,0.0,0.0,MF Maharoof,20,494,38,33,425,46.0,16.0,196.0,156.0,25.0,44,12.878787878787879,14.969696969696969,6.974117647058824,532
16.0,15.0,19.0,3.0,1.0,0.0,0.0,MG Johnson,54,1633,107,66,1244,196.0,55.0,619.0,349.0,76.0,51,18.848484848484848,24.742424242424242,7.87620578778135,1740
1.0,0.0,0.0,0.0,0.0,0.0,0.0,MG Neser,1,61,1,0,25,6.0,4.0,5.0,7.0,3.0,61,inf,inf,14.64,62
2.0,3.0,0.0,0.0,0.0,0.0,0.0,MJ Clarke,5,67,5,3,66,4.0,2.0,24.0,33.0,3.0,27,22.0,22.333333333333332,6.090909090909091,72
1.0,0.0,1.0,0.0,0.0,0.0,0.0,MJ Henry,2,70,1,2,30,7.0,5.0,8.0,10.0,1.0,39,15.0,35.0,14.0,71
13.0,22.0,12.0,7.0,2.0,0.0,0.0,MJ McClenaghan,56,1726,113,75,1283,181.0,72.0,599.0,421.0,70.0,50,17.106666666666666,23.013333333333332,8.071706936866718,1839
3.0,8.0,1.0,0.0,0.0,0.0,0.0,MJ Santner,12,266,16,10,241,23.0,7.0,95.0,106.0,13.0,36,24.1,26.6,6.62240663900415,282
7.0,1.0,0.0,0.0,0.0,0.0,0.0,MK Lomror,8,91,1,1,72,7.0,2.0,19.0,39.0,6.0,22,72.0,91.0,7.583333333333333,92
5.0,1.0,0.0,0.0,0.0,0.0,0.0,MK Tiwary,6,78,5,1,42,2.0,7.0,12.0,20.0,4.0,28,42.0,78.0,11.142857142857142,83
17.0,15.0,2.0,2.0,1.0,0.0,0.0,MM Ali,37,617,14,29,555,28.0,32.0,214.0,268.0,21.0,32,19.137931034482758,21.275862068965516,6.6702702702702705,631
22.0,14.0,18.0,5.0,3.0,1.0,0.0,MM Patel,63,1670,63,82,1366,188.0,53.0,634.0,425.0,73.0,54,16.658536585365855,20.365853658536587,7.335285505124451,1733
28.0,29.0,19.0,8.0,1.0,1.0,0.0,MM Sharma,86,2428,60,100,1760,261.0,82.0,698.0,624.0,122.0,57,17.6,24.28,8.277272727272727,2488
4.0,5.0,1.0,1.0,0.0,0.0,0.0,MN Samuels,11,278,7,10,214,23.0,12.0,85.0,84.0,15.0,39,21.4,27.8,7.794392523364486,285
27.0,16.0,3.0,3.0,1.0,0.0,0.0,MP Stoinis,50,1025,47,35,655,89.0,48.0,202.0,294.0,41.0,45,18.714285714285715,29.285714285714285,9.389312977099237,1072
8.0,8.0,6.0,0.0,1.0,0.0,0.0,MR Marsh,23,506,22,24,393,53.0,15.0,159.0,158.0,21.0,55,16.375,21.083333333333332,7.7251908396946565,528
17.0,18.0,6.0,3.0,0.0,0.0,0.0,MS Gony,44,1250,67,39,893,135.0,53.0,401.0,284.0,48.0,53,22.897435897435898,32.05128205128205,8.3986562150056,1317
2.0,0.0,0.0,0.0,0.0,0.0,0.0,Mandeep Singh,2,26,0,0,12,1.0,2.0,1.0,6.0,2.0,18,inf,inf,13.0,26
0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mashrafe Mortaza,1,54,5,1,26,4.0,4.0,10.0,6.0,4.0,54,26.0,54.0,12.461538461538463,59
2.0,3.0,3.0,0.0,0.0,0.0,0.0,Mohammad Asif,8,289,18,9,193,37.0,8.0,77.0,62.0,14.0,49,21.444444444444443,32.111111111111114,8.984455958549223,307
2.0,2.0,0.0,0.0,0.0,0.0,0.0,Mohammad Hafeez,4,61,10,2,61,5.0,2.0,28.0,27.0,1.0,28,30.5,30.5,6.0,71
9.0,5.0,2.0,0.0,1.0,0.0,0.0,Mohammad Nabi,17,405,12,13,343,29.0,18.0,136.0,144.0,17.0,42,26.384615384615383,31.153846153846153,7.084548104956269,417
23.0,36.0,23.0,10.0,1.0,0.0,0.0,Mohammed Shami,93,2783,171,116,2050,304.0,105.0,915.0,664.0,121.0,52,17.67241379310345,23.99137931034483,8.145365853658538,2954
29.0,17.0,14.0,4.0,1.0,0.0,0.0,Mohammed Siraj,65,1866,126,61,1340,185.0,91.0,626.0,423.0,74.0,54,21.9672131147541,30.59016393442623,8.355223880597014,1992
2.0,4.0,0.0,2.0,1.0,0.0,0.0,Mohsin Khan,9,185,17,14,198,18.0,5.0,115.0,55.0,11.0,42,14.142857142857142,13.214285714285714,5.606060606060606,202
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Monu Kumar,1,16,4,0,13,2.0,0.0,7.0,6.0,1.0,16,inf,inf,7.384615384615385,20
8.0,3.0,7.0,1.0,0.0,0.0,0.0,Mujeeb Ur Rahman,19,564,34,20,434,39.0,25.0,170.0,181.0,34.0,59,21.7,28.2,7.797235023041474,598
5.0,4.0,1.0,2.0,1.0,0.0,0.0,Mukesh Choudhary,13,406,19,16,273,47.0,17.0,137.0,68.0,18.0,49,17.0625,25.375,8.923076923076923,425
15.0,15.0,8.0,8.0,0.0,0.0,0.0,Mustafizur Rahman,46,1325,64,55,1054,118.0,43.0,428.0,405.0,86.0,54,19.163636363636364,24.09090909090909,7.5426944971537,1389
13.0,3.0,2.0,0.0,0.0,0.0,0.0,N Rana,18,173,5,7,127,20.0,4.0,45.0,55.0,7.0,20,18.142857142857142,24.714285714285715,8.173228346456693,178
1.0,1.0,0.0,0.0,0.0,0.0,0.0,NB Singh,2,14,4,1,24,2.0,0.0,17.0,6.0,0.0,7,24.0,14.0,3.5,18
2.0,2.0,0.0,0.0,0.0,0.0,0.0,ND Doshi,4,78,1,2,56,5.0,6.0,25.0,20.0,1.0,24,28.0,39.0,8.357142857142858,79
1.0,0.0,0.0,0.0,0.0,0.0,0.0,NJ Rimmington,1,19,1,0,18,3.0,0.0,10.0,3.0,2.0,19,inf,inf,6.333333333333334,20
2.0,0.0,0.0,0.0,0.0,0.0,0.0,NL McCullum,2,34,1,0,30,1.0,2.0,11.0,14.0,2.0,22,inf,inf,6.8,35
15.0,10.0,6.0,5.0,0.0,0.0,0.0,NLTC Perera,36,998,33,37,701,113.0,28.0,253.0,266.0,53.0,54,18.945945945945947,26.972972972972972,8.542082738944366,1031
12.0,10.0,8.0,6.0,2.0,0.0,0.0,NM Coulter-Nile,38,1063,62,52,866,123.0,34.0,419.0,267.0,47.0,48,16.653846153846153,20.442307692307693,7.364896073903003,1125
3.0,1.0,0.0,0.0,1.0,0.0,0.0,NT Ellis,5,139,9,5,103,12.0,7.0,46.0,37.0,6.0,45,20.6,27.8,8.097087378640778,148
14.0,9.0,7.0,0.0,0.0,0.0,0.0,Navdeep Saini,30,872,56,23,637,97.0,37.0,297.0,194.0,30.0,47,27.695652173913043,37.91304347826087,8.213500784929357,928
1.0,1.0,2.0,0.0,0.0,0.0,0.0,O Thomas,4,76,9,5,62,9.0,1.0,24.0,26.0,1.0,31,12.4,15.2,7.35483870967742,85
1.0,2.0,3.0,1.0,0.0,0.0,0.0,OC McCoy,7,219,23,11,157,19.0,8.0,66.0,67.0,11.0,49,14.272727272727273,19.90909090909091,8.369426751592357,242
2.0,3.0,0.0,0.0,1.0,0.0,0.0,OF Smith,6,173,6,7,91,12.0,16.0,40.0,25.0,2.0,51,13.0,24.714285714285715,11.406593406593405,179
1.0,3.0,2.0,0.0,0.0,0.0,0.0,P Amarnath,6,236,5,7,132,29.0,7.0,34.0,51.0,8.0,57,18.857142857142858,33.714285714285715,10.727272727272727,241
8.0,12.0,9.0,3.0,1.0,0.0,0.0,P Awana,33,1000,46,43,751,107.0,35.0,332.0,242.0,56.0,58,17.46511627906977,23.25581395348837,7.989347536617844,1046
3.0,0.0,0.0,0.0,0.0,0.0,0.0,P Dubey,3,72,0,0,48,5.0,4.0,12.0,26.0,1.0,29,inf,inf,9.0,72
51.0,40.0,22.0,6.0,0.0,0.0,0.0,P Kumar,119,3106,236,102,2525,338.0,104.0,1260.0,759.0,159.0,48,24.754901960784313,30.45098039215686,7.38059405940594,3342
17.0,16.0,6.0,2.0,1.0,0.0,0.0,P Negi,42,922,32,38,716,57.0,47.0,266.0,314.0,49.0,46,18.842105263157894,24.263157894736842,7.726256983240223,954
3.0,2.0,2.0,1.0,0.0,0.0,0.0,P Parameswaran,8,219,7,9,155,23.0,10.0,70.0,48.0,7.0,44,17.22222222222222,24.333333333333332,8.477419354838709,226
1.0,0.0,0.0,0.0,0.0,0.0,0.0,P Prasanth,1,18,0,0,6,0.0,3.0,3.0,0.0,0.0,18,inf,inf,18.0,18
