player,batter_matches_played,runs_scored,dismissals,balls_faced,0s_scored,1s_scored,2s_scored,4s_scored,6s_scored,high_score,25_scored,50_scored,75_scored,100_scored,strike_rate_x,batting_average,notout,explosivity_rating,0_wickets_taken,1_wickets_taken,2_wickets_taken,3_wickets_taken,4_wickets_taken,5_wickets_taken,6_wickets_taken,bowler_matches_played,runs_conceded,extras_runs_conceded,wickets_taken,balls_bowled,4s_conceded,6s_conceded,0s_conceded,1s_conceded,2s_conceded,highest_conceded,strike_rate_y,bowling_average,economy,total_runs_conceded
A Ashish Reddy,23.0,280.0,15.0,193.0,61.0,83.0,20.0,16.0,15.0,36.0,2.0,0.0,0.0,0.0,145.0777202072539,18.666666666666668,8.0,0.16,6.0,10.0,3.0,1.0,0.0,0.0,0.0,20.0,386.0,14.0,19.0,264.0,26.0,20.0,89.0,110.0,23.0,36.0,13.894736842105264,20.31578947368421,8.772727272727273,400.0
A Badoni,11.0,161.0,9.0,130.0,57.0,53.0,11.0,11.0,7.0,54.0,0.0,1.0,0.0,0.0,123.84615384615385,17.88888888888889,2.0,0.14,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,2.0,12.0,0.0,0.0,4.0,5.0,3.0,6.0,6.0,5.5,5.5,12.0
A Chandila,2.0,4.0,1.0,7.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,57.14285714285714,4.0,1.0,0.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,12.0,242.0,3.0,11.0,234.0,17.0,10.0,105.0,91.0,10.0,39.0,21.272727272727273,22.0,6.205128205128206,245.0
A Chopra,6.0,53.0,5.0,71.0,45.0,21.0,2.0,7.0,0.0,24.0,0.0,0.0,0.0,0.0,74.64788732394366,10.6,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,
A Choudhary,3.0,25.0,2.0,20.0,4.0,13.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,125.0,12.5,1.0,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,137.0,7.0,5.0,102.0,13.0,6.0,49.0,31.0,9.0,51.0,20.4,27.4,8.058823529411764,144.0
A Dananjaya,1.0,4.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,80.0,inf,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,1.0,0.0,24.0,2.0,4.0,7.0,10.0,2.0,46.0,inf,inf,11.5,47.0
A Flintoff,3.0,62.0,2.0,53.0,24.0,23.0,2.0,5.0,2.0,24.0,0.0,0.0,0.0,0.0,116.98113207547169,31.0,1.0,0.13,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,105.0,1.0,2.0,66.0,7.0,7.0,21.0,27.0,4.0,50.0,33.0,52.5,9.545454545454545,106.0
A Kumble,15.0,35.0,2.0,47.0,24.0,21.0,1.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,74.46808510638297,17.5,13.0,0.06,15.0,16.0,6.0,1.0,2.0,2.0,0.0,42.0,1027.0,62.0,49.0,970.0,72.0,35.0,410.0,406.0,57.0,46.0,19.79591836734694,20.959183673469386,6.352577319587629,1089.0
A Manohar,7.0,108.0,6.0,75.0,30.0,30.0,2.0,14.0,3.0,43.0,2.0,0.0,0.0,0.0,144.0,18.0,1.0,0.23,,,,,,,,,,,,,,,,,,,,,,
A Mishra,54.0,362.0,30.0,389.0,182.0,172.0,22.0,29.0,5.0,31.0,3.0,0.0,0.0,0.0,93.05912596401028,12.066666666666666,24.0,0.09,52.0,52.0,26.0,14.0,5.0,1.0,0.0,150.0,3831.0,125.0,171.0,3212.0,225.0,171.0,1226.0,1387.0,247.0,55.0,18.783625730994153,22.403508771929825,7.15628891656289,3956.0
A Mithun,6.0,34.0,5.0,26.0,11.0,8.0,2.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,130.76923076923077,6.8,1.0,0.19,9.0,4.0,2.0,0.0,0.0,0.0,0.0,15.0,436.0,27.0,8.0,285.0,41.0,20.0,104.0,115.0,17.0,39.0,35.625,54.5,9.178947368421053,463.0
A Mukund,2.0,19.0,2.0,22.0,9.0,11.0,2.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,86.36363636363636,9.5,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,
A Nehra,17.0,41.0,8.0,62.0,37.0,21.0,1.0,3.0,1.0,22.0,0.0,0.0,0.0,0.0,66.12903225806451,5.125,9.0,0.06,22.0,32.0,15.0,15.0,2.0,1.0,0.0,87.0,2407.0,108.0,120.0,1899.0,276.0,76.0,872.0,618.0,103.0,53.0,15.825,20.058333333333334,7.605055292259084,2515.0
A Nortje,4.0,8.0,1.0,12.0,9.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,66.66666666666666,8.0,3.0,0.0,5.0,10.0,12.0,2.0,1.0,0.0,0.0,30.0,884.0,62.0,44.0,686.0,93.0,34.0,314.0,228.0,31.0,50.0,15.590909090909092,20.09090909090909,7.7317784256559765,946.0
A Singh,5.0,2.0,4.0,10.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.5,1.0,0.0,6.0,7.0,7.0,2.0,1.0,0.0,0.0,23.0,603.0,36.0,31.0,474.0,67.0,17.0,212.0,148.0,41.0,47.0,15.290322580645162,19.451612903225808,7.632911392405063,639.0
A Symonds,36.0,974.0,26.0,750.0,308.0,288.0,66.0,74.0,41.0,117.0,10.0,5.0,0.0,1.0,129.86666666666667,37.46153846153846,10.0,0.15,14.0,10.0,5.0,1.0,0.0,0.0,0.0,30.0,656.0,38.0,23.0,528.0,44.0,33.0,219.0,207.0,36.0,46.0,22.956521739130434,28.52173913043478,7.454545454545455,694.0
A Tomar,1.0,4.0,1.0,8.0,7.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,50.0,4.0,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,
A Uniyal,2.0,4.0,1.0,7.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,57.14285714285714,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,64.0,3.0,3.0,36.0,6.0,3.0,11.0,14.0,4.0,39.0,12.0,21.333333333333332,10.666666666666666,67.0
A Zampa,2.0,5.0,2.0,8.0,6.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,62.5,2.5,0.0,0.12,2.0,6.0,3.0,0.0,0.0,0.0,1.0,12.0,337.0,6.0,18.0,257.0,15.0,20.0,87.0,122.0,16.0,53.0,14.277777777777779,18.72222222222222,7.8677042801556425,343.0
AA Bilakhia,7.0,69.0,5.0,85.0,43.0,31.0,9.0,5.0,0.0,22.0,0.0,0.0,0.0,0.0,81.17647058823529,13.8,2.0,0.06,,,,,,,,,,,,,,,,,,,,,,
AA Chavan,3.0,12.0,1.0,11.0,5.0,4.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,109.09090909090908,12.0,2.0,0.18,7.0,4.0,2.0,0.0,0.0,0.0,0.0,13.0,318.0,21.0,8.0,248.0,28.0,16.0,117.0,79.0,14.0,41.0,31.0,39.75,7.693548387096774,339.0
AA Jhunjhunwala,15.0,217.0,14.0,210.0,98.0,82.0,13.0,19.0,5.0,53.0,1.0,1.0,0.0,0.0,103.33333333333334,15.5,1.0,0.11,9.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,126.0,4.0,1.0,85.0,10.0,5.0,31.0,31.0,10.0,27.0,85.0,126.0,8.894117647058824,130.0
AA Noffke,1.0,9.0,1.0,10.0,6.0,5.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,90.0,9.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,6.0,1.0,24.0,2.0,2.0,8.0,11.0,2.0,35.0,24.0,35.0,8.75,41.0
AB Agarkar,18.0,179.0,8.0,154.0,60.0,67.0,15.0,13.0,5.0,39.0,1.0,0.0,0.0,0.0,116.23376623376625,22.375,10.0,0.12,20.0,12.0,6.0,3.0,0.0,0.0,0.0,41.0,1099.0,60.0,33.0,772.0,111.0,41.0,304.0,300.0,46.0,49.0,23.393939393939394,33.303030303030305,8.541450777202073,1159.0
AB Barath,3.0,42.0,2.0,42.0,22.0,14.0,1.0,5.0,1.0,33.0,1.0,0.0,0.0,0.0,100.0,21.0,1.0,0.14,,,,,,,,,,,,,,,,,,,,,,
AB Dinda,16.0,26.0,9.0,48.0,31.0,16.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,54.166666666666664,2.888888888888889,7.0,0.04,24.0,24.0,14.0,6.0,1.0,0.0,0.0,69.0,1869.0,105.0,74.0,1426.0,219.0,55.0,660.0,451.0,87.0,61.0,19.27027027027027,25.256756756756758,7.8639551192145865,1974.0
AB McDonald,9.0,123.0,5.0,100.0,38.0,42.0,9.0,9.0,4.0,33.0,2.0,0.0,0.0,0.0,123.0,24.6,4.0,0.13,3.0,3.0,2.0,1.0,1.0,0.0,0.0,10.0,259.0,4.0,14.0,186.0,20.0,11.0,54.0,93.0,10.0,42.0,13.285714285714286,18.5,8.35483870967742,263.0
AB de Villiers,167.0,5168.0,123.0,3395.0,1105.0,1415.0,268.0,412.0,253.0,133.0,37.0,41.0,11.0,3.0,152.2238586156112,42.016260162601625,44.0,0.2,,,,,,,,,,,,,,,,,,,,,,
AC Blizzard,7.0,120.0,7.0,90.0,48.0,17.0,2.0,21.0,2.0,51.0,1.0,1.0,0.0,0.0,133.33333333333331,17.142857142857142,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,
AC Gilchrist,80.0,2069.0,76.0,1495.0,737.0,417.0,66.0,239.0,92.0,109.0,21.0,11.0,2.0,2.0,138.39464882943145,27.223684210526315,4.0,0.22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC Thomas,4.0,20.0,2.0,19.0,8.0,8.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,105.26315789473684,10.0,2.0,0.11,4.0,7.0,3.0,1.0,0.0,0.0,0.0,15.0,394.0,22.0,16.0,317.0,41.0,11.0,143.0,104.0,26.0,50.0,19.8125,24.625,7.457413249211356,416.0
AC Voges,7.0,181.0,6.0,143.0,44.0,61.0,18.0,15.0,3.0,45.0,4.0,0.0,0.0,0.0,126.57342657342659,30.166666666666668,1.0,0.13,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,74.0,2.0,1.0,54.0,8.0,2.0,17.0,28.0,1.0,17.0,54.0,74.0,8.222222222222223,76.0
AD Hales,6.0,148.0,6.0,118.0,48.0,44.0,8.0,13.0,6.0,45.0,3.0,0.0,0.0,0.0,125.42372881355932,24.666666666666668,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,
AD Mascarenhas,11.0,79.0,10.0,78.0,29.0,35.0,9.0,5.0,1.0,27.0,1.0,0.0,0.0,0.0,101.28205128205127,7.9,1.0,0.08,4.0,3.0,4.0,1.0,0.0,1.0,0.0,13.0,353.0,12.0,19.0,308.0,34.0,8.0,132.0,105.0,29.0,34.0,16.210526315789473,18.57894736842105,6.876623376623376,365.0
AD Mathews,41.0,724.0,31.0,575.0,207.0,267.0,49.0,44.0,29.0,65.0,10.0,1.0,0.0,0.0,125.91304347826086,23.35483870967742,10.0,0.13,23.0,17.0,2.0,1.0,1.0,0.0,0.0,44.0,1054.0,41.0,28.0,792.0,98.0,29.0,253.0,366.0,61.0,43.0,28.285714285714285,37.642857142857146,7.984848484848485,1095.0
AD Nath,10.0,90.0,10.0,98.0,45.0,40.0,5.0,7.0,2.0,24.0,0.0,0.0,0.0,0.0,91.83673469387756,9.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,
AD Russell,79.0,2010.0,64.0,1130.0,501.0,338.0,47.0,135.0,173.0,88.0,23.0,10.0,2.0,0.0,177.87610619469027,31.40625,15.0,0.27,33.0,28.0,14.0,6.0,3.0,1.0,1.0,86.0,2066.0,99.0,97.0,1408.0,209.0,87.0,554.0,507.0,95.0,52.0,14.515463917525773,21.298969072164947,8.803977272727273,2165.0
AF Milne,6.0,23.0,5.0,29.0,15.0,13.0,2.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,79.3103448275862,4.6,1.0,0.03,5.0,3.0,0.0,2.0,0.0,0.0,0.0,10.0,313.0,26.0,9.0,208.0,35.0,13.0,87.0,69.0,13.0,47.0,23.11111111111111,34.77777777777778,9.028846153846153,339.0
AG Murtaza,3.0,10.0,1.0,14.0,7.0,6.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,71.42857142857143,10.0,2.0,0.07,7.0,1.0,1.0,3.0,0.0,0.0,0.0,12.0,304.0,18.0,12.0,264.0,22.0,14.0,111.0,112.0,10.0,46.0,22.0,25.333333333333332,6.90909090909091,322.0
AG Paunikar,5.0,49.0,5.0,58.0,41.0,9.0,2.0,9.0,0.0,20.0,0.0,0.0,0.0,0.0,84.48275862068965,9.8,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,
AJ Finch,89.0,2088.0,83.0,1628.0,745.0,542.0,105.0,214.0,78.0,88.0,19.0,15.0,1.0,0.0,128.25552825552825,25.156626506024097,6.0,0.18,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,66.0,1.0,1.0,43.0,4.0,4.0,14.0,18.0,4.0,29.0,43.0,66.0,9.209302325581396,67.0
AJ Turner,4.0,3.0,3.0,10.0,8.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
AJ Tye,13.0,91.0,8.0,76.0,39.0,22.0,6.0,6.0,5.0,25.0,1.0,0.0,0.0,0.0,119.73684210526316,11.375,5.0,0.14,10.0,5.0,7.0,3.0,2.0,2.0,0.0,29.0,921.0,54.0,46.0,662.0,88.0,32.0,243.0,277.0,46.0,47.0,14.391304347826088,20.02173913043478,8.347432024169184,975.0
AK Markram,18.0,527.0,13.0,393.0,122.0,195.0,23.0,37.0,23.0,68.0,6.0,3.0,0.0,0.0,134.0966921119593,40.53846153846154,5.0,0.15,5.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,86.0,1.0,1.0,60.0,4.0,6.0,18.0,32.0,1.0,36.0,60.0,86.0,8.6,87.0
AL Menaria,23.0,401.0,22.0,356.0,152.0,149.0,24.0,24.0,18.0,40.0,7.0,0.0,0.0,0.0,112.64044943820224,18.227272727272727,1.0,0.12,10.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,140.0,4.0,3.0,110.0,15.0,4.0,43.0,46.0,5.0,20.0,36.666666666666664,46.666666666666664,7.636363636363637,144.0
AM Nayar,50.0,672.0,39.0,577.0,234.0,230.0,47.0,55.0,20.0,45.0,11.0,0.0,0.0,0.0,116.46447140381282,17.23076923076923,11.0,0.13,12.0,6.0,0.0,1.0,0.0,0.0,0.0,19.0,311.0,12.0,9.0,229.0,22.0,13.0,80.0,103.0,21.0,25.0,25.444444444444443,34.55555555555556,8.148471615720524,323.0
AM Rahane,144.0,3985.0,130.0,3289.0,1302.0,1339.0,223.0,421.0,79.0,105.0,31.0,28.0,4.0,2.0,121.16144724840376,30.653846153846153,14.0,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,6.0,0.0,0.0,2.0,3.0,1.0,5.0,6.0,5.0,5.0,5.0
AN Ahmed,6.0,36.0,1.0,26.0,11.0,8.0,3.0,4.0,1.0,18.0,0.0,0.0,0.0,0.0,138.46153846153845,36.0,5.0,0.19,6.0,8.0,2.0,1.0,0.0,0.0,0.0,17.0,467.0,48.0,15.0,349.0,43.0,20.0,144.0,135.0,20.0,58.0,23.266666666666666,31.133333333333333,8.02865329512894,515.0
AN Ghosh,2.0,7.0,2.0,8.0,5.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,87.5,3.5,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,
AP Dole,2.0,34.0,2.0,22.0,7.0,8.0,4.0,3.0,1.0,30.0,1.0,0.0,0.0,0.0,154.54545454545453,17.0,0.0,0.18,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,105.0,9.0,5.0,67.0,11.0,4.0,28.0,23.0,7.0,40.0,13.4,21.0,9.402985074626866,114.0
AP Majumdar,4.0,87.0,4.0,76.0,28.0,33.0,7.0,7.0,2.0,31.0,2.0,0.0,0.0,0.0,114.4736842105263,21.75,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,
AP Tare,26.0,331.0,23.0,259.0,132.0,70.0,18.0,39.0,11.0,59.0,1.0,1.0,0.0,0.0,127.79922779922781,14.391304347826088,3.0,0.19,,,,,,,,,,,,,,,,,,,,,,
AR Bawne,1.0,12.0,0.0,12.0,4.0,6.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,100.0,inf,1.0,0.08,,,,,,,,,,,,,,,,,,,,,,
AR Patel,86.0,1122.0,58.0,872.0,314.0,408.0,66.0,66.0,53.0,44.0,11.0,0.0,0.0,0.0,128.6697247706422,19.344827586206897,28.0,0.14,47.0,43.0,26.0,3.0,1.0,0.0,0.0,120.0,3000.0,94.0,108.0,2541.0,193.0,119.0,913.0,1198.0,149.0,51.0,23.52777777777778,27.77777777777778,7.083825265643448,3094.0
AS Joseph,4.0,20.0,1.0,20.0,8.0,8.0,2.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,100.0,20.0,3.0,0.1,5.0,4.0,2.0,0.0,0.0,0.0,1.0,12.0,342.0,16.0,14.0,233.0,34.0,18.0,104.0,70.0,14.0,53.0,16.642857142857142,24.428571428571427,8.806866952789699,358.0
AS Rajpoot,7.0,26.0,4.0,41.0,27.0,10.0,1.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,63.41463414634146,6.5,3.0,0.07,13.0,9.0,3.0,1.0,0.0,1.0,0.0,27.0,729.0,67.0,23.0,509.0,84.0,30.0,235.0,159.0,24.0,56.0,22.130434782608695,31.695652173913043,8.593320235756385,796.0
AS Raut,16.0,194.0,11.0,167.0,67.0,73.0,9.0,13.0,7.0,36.0,3.0,0.0,0.0,0.0,116.1676646706587,17.636363636363637,5.0,0.12,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,44.0,1.0,0.0,30.0,4.0,1.0,7.0,14.0,4.0,13.0,inf,inf,8.799999999999999,45.0
AS Roy,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,63.0,3.0,2.0,54.0,2.0,3.0,18.0,31.0,3.0,28.0,27.0,31.5,7.0,66.0
AS Yadav,6.0,49.0,7.0,39.0,18.0,13.0,2.0,5.0,2.0,16.0,0.0,0.0,0.0,0.0,125.64102564102564,7.0,-1.0,0.18,,,,,,,,,,,,,,,,,,,,,,
AT Carey,3.0,32.0,2.0,29.0,8.0,14.0,6.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,110.34482758620689,16.0,1.0,0.03,,,,,,,,,,,,,,,,,,,,,,
AT Rayudu,173.0,4190.0,142.0,3296.0,1236.0,1443.0,182.0,349.0,164.0,100.0,51.0,22.0,4.0,1.0,127.12378640776699,29.507042253521128,31.0,0.16,,,,,,,,,,,,,,,,,,,,,,
AUK Pathan,7.0,39.0,5.0,23.0,14.0,3.0,2.0,5.0,2.0,14.0,0.0,0.0,0.0,0.0,169.56521739130434,7.8,2.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,57.0,6.0,0.0,39.0,5.0,2.0,11.0,21.0,2.0,30.0,inf,inf,8.769230769230768,63.0
Abdul Samad,19.0,228.0,17.0,161.0,57.0,66.0,15.0,12.0,14.0,33.0,4.0,0.0,0.0,0.0,141.61490683229815,13.411764705882353,2.0,0.16,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,108.0,5.0,2.0,54.0,6.0,8.0,12.0,22.0,7.0,36.0,27.0,54.0,12.0,113.0
Abdur Razzak,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,6.0,0.0,13.0,3.0,1.0,6.0,3.0,1.0,23.0,inf,inf,10.615384615384615,29.0
Abhishek Sharma,34.0,667.0,29.0,493.0,201.0,182.0,38.0,64.0,25.0,75.0,9.0,2.0,1.0,0.0,135.29411764705884,23.0,5.0,0.18,12.0,3.0,2.0,0.0,0.0,0.0,0.0,17.0,208.0,10.0,7.0,157.0,11.0,9.0,45.0,82.0,14.0,32.0,22.428571428571427,29.714285714285715,7.949044585987261,218.0
Akash Deep,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,199.0,7.0,6.0,115.0,15.0,14.0,46.0,33.0,11.0,54.0,19.166666666666668,33.166666666666664,10.382608695652173,206.0
Aman Hakim Khan,1.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,166.66666666666669,5.0,0.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,6.0,1.0,1.0,1.0,3.0,0.0,13.0,inf,inf,13.0,13.0
Anirudh Singh,4.0,63.0,4.0,66.0,34.0,23.0,5.0,6.0,1.0,40.0,1.0,0.0,0.0,0.0,95.45454545454545,15.75,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,
Ankit Sharma,10.0,87.0,7.0,67.0,29.0,23.0,6.0,7.0,4.0,30.0,2.0,0.0,0.0,0.0,129.8507462686567,12.428571428571429,3.0,0.16,11.0,8.0,2.0,0.0,0.0,0.0,0.0,21.0,436.0,17.0,12.0,367.0,28.0,18.0,147.0,154.0,24.0,32.0,30.583333333333332,36.333333333333336,7.128065395095367,453.0
Ankit Soni,3.0,7.0,2.0,9.0,7.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,77.77777777777779,3.5,1.0,0.11,4.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,141.0,4.0,4.0,109.0,8.0,7.0,41.0,45.0,11.0,31.0,27.25,35.25,7.761467889908257,145.0
Anmolpreet Singh,3.0,29.0,3.0,27.0,14.0,7.0,2.0,3.0,1.0,16.0,0.0,0.0,0.0,0.0,107.40740740740742,9.666666666666666,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,
Anuj Rawat,9.0,129.0,8.0,119.0,66.0,36.0,4.0,10.0,7.0,66.0,1.0,1.0,0.0,0.0,108.40336134453781,16.125,1.0,0.14,,,,,,,,,,,,,,,,,,,,,,
Anureet Singh,8.0,36.0,4.0,47.0,22.0,22.0,0.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,76.59574468085107,9.0,4.0,0.06,9.0,7.0,4.0,2.0,0.0,0.0,0.0,22.0,601.0,35.0,21.0,419.0,65.0,22.0,166.0,147.0,28.0,56.0,19.952380952380953,28.61904761904762,8.606205250596659,636.0
Arshdeep Singh,9.0,23.0,4.0,35.0,25.0,6.0,1.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,65.71428571428571,5.75,5.0,0.09,11.0,14.0,7.0,3.0,1.0,1.0,0.0,37.0,1003.0,83.0,46.0,762.0,100.0,28.0,317.0,283.0,73.0,41.0,16.565217391304348,21.804347826086957,7.897637795275591,1086.0
Avesh Khan,6.0,31.0,1.0,19.0,9.0,5.0,0.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,163.1578947368421,31.0,5.0,0.26,10.0,12.0,7.0,7.0,1.0,0.0,0.0,37.0,1088.0,66.0,51.0,823.0,118.0,43.0,383.0,269.0,40.0,56.0,16.137254901960784,21.333333333333332,7.931956257594168,1154.0
Azhar Mahmood,21.0,388.0,19.0,303.0,124.0,116.0,19.0,39.0,13.0,80.0,3.0,2.0,1.0,0.0,128.05280528052805,20.42105263157895,2.0,0.17,9.0,2.0,7.0,5.0,0.0,0.0,0.0,23.0,681.0,26.0,31.0,542.0,73.0,18.0,219.0,207.0,33.0,42.0,17.483870967741936,21.967741935483872,7.538745387453874,707.0
B Akhil,11.0,76.0,7.0,55.0,26.0,16.0,5.0,5.0,5.0,27.0,1.0,0.0,0.0,0.0,138.1818181818182,10.857142857142858,4.0,0.18,8.0,3.0,2.0,0.0,0.0,0.0,0.0,13.0,235.0,11.0,7.0,189.0,18.0,9.0,69.0,85.0,12.0,39.0,27.0,33.57142857142857,7.4603174603174605,246.0
B Chipli,21.0,280.0,16.0,251.0,110.0,100.0,7.0,28.0,7.0,61.0,2.0,1.0,0.0,0.0,111.55378486055776,17.5,5.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0,2.0,20.0,inf,inf,20.0,20.0
B Indrajith,3.0,21.0,3.0,30.0,18.0,9.0,2.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,70.0,7.0,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,
B Kumar,54.0,220.0,27.0,242.0,114.0,100.0,14.0,20.0,2.0,24.0,0.0,0.0,0.0,0.0,90.9090909090909,8.148148148148149,27.0,0.09,49.0,42.0,37.0,10.0,2.0,1.0,0.0,141.0,3709.0,240.0,159.0,3196.0,389.0,107.0,1551.0,1026.0,218.0,52.0,20.10062893081761,23.32704402515723,6.963078848560701,3949.0
B Laughlin,4.0,5.0,2.0,13.0,8.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,38.46153846153847,2.5,2.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0,251.0,12.0,8.0,157.0,25.0,9.0,50.0,69.0,14.0,46.0,19.625,31.375,9.59235668789809,263.0
B Lee,19.0,124.0,10.0,97.0,46.0,36.0,4.0,8.0,8.0,25.0,1.0,0.0,0.0,0.0,127.83505154639174,12.4,9.0,0.16,14.0,16.0,5.0,1.0,0.0,0.0,0.0,36.0,1004.0,81.0,29.0,846.0,117.0,25.0,410.0,257.0,63.0,43.0,29.17241379310345,34.62068965517241,7.120567375886525,1085.0
B Sai Sudharsan,5.0,145.0,4.0,114.0,39.0,53.0,9.0,14.0,3.0,65.0,1.0,1.0,0.0,0.0,127.19298245614034,36.25,1.0,0.15,,,,,,,,,,,,,,,,,,,,,,
B Stanlake,1.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,250.0,inf,1.0,0.5,2.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,194.0,6.0,7.0,144.0,19.0,9.0,70.0,43.0,6.0,41.0,20.571428571428573,27.714285714285715,8.083333333333334,200.0
B Sumanth,4.0,35.0,1.0,37.0,15.0,17.0,3.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,94.5945945945946,35.0,3.0,0.08,,,,,,,,,,,,,,,,,,,,,,
BA Bhatt,2.0,6.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,85.71428571428571,inf,2.0,0.14,8.0,3.0,3.0,0.0,1.0,0.0,0.0,15.0,389.0,19.0,13.0,297.0,35.0,13.0,104.0,133.0,16.0,34.0,22.846153846153847,29.923076923076923,7.858585858585858,408.0
