player,batter_matches_played,runs_scored,dismissals,balls_faced,0s_scored,1s_scored,2s_scored,4s_scored,6s_scored,high_score,25_scored,50_scored,75_scored,100_scored,strike_rate_x,batting_average,notout,explosivity_rating,0_wickets_taken,1_wickets_taken,2_wickets_taken,3_wickets_taken,4_wickets_taken,5_wickets_taken,6_wickets_taken,bowler_matches_played,runs_conceded,extras_runs_conceded,wickets_taken,balls_bowled,4s_conceded,6s_conceded,0s_conceded,1s_conceded,2s_conceded,highest_conceded,strike_rate_y,bowling_average,economy,total_runs_conceded
KH Pandya,82.0,1326.0,58.0,970.0,382.0,363.0,82.0,121.0,50.0,86.0,19.0,1.0,1.0,0.0,136.70103092783506,22.862068965517242,24.0,0.18,53.0,23.0,10.0,6.0,1.0,0.0,0.0,93.0,1971.0,95.0,65.0,1675.0,138.0,64.0,602.0,809.0,110.0,42.0,25.76923076923077,30.323076923076922,7.0602985074626865,2066.0
KJ Abbott,2.0,13.0,0.0,7.0,2.0,2.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,185.71428571428572,inf,2.0,0.14,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,126.0,8.0,1.0,78.0,19.0,1.0,28.0,25.0,7.0,37.0,78.0,126.0,9.692307692307693,134.0
KK Ahmed,5.0,1.0,5.0,7.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.285714285714285,0.2,0.0,0.0,9.0,9.0,6.0,10.0,0.0,0.0,0.0,34.0,1070.0,46.0,51.0,780.0,112.0,43.0,352.0,245.0,52.0,46.0,15.294117647058824,20.980392156862745,8.23076923076923,1116.0
KK Cooper,12.0,116.0,9.0,68.0,29.0,16.0,8.0,9.0,8.0,32.0,2.0,0.0,0.0,0.0,170.58823529411765,12.88888888888889,3.0,0.25,7.0,6.0,7.0,4.0,1.0,0.0,0.0,25.0,725.0,64.0,36.0,577.0,59.0,23.0,233.0,222.0,62.0,49.0,16.02777777777778,20.13888888888889,7.538994800693241,789.0
KK Nair,67.0,1455.0,64.0,1128.0,449.0,421.0,78.0,156.0,39.0,83.0,13.0,10.0,1.0,0.0,128.98936170212767,22.734375,3.0,0.17,,,,,,,,,,,,,,,,,,,,,,
KL Nagarkoti,7.0,22.0,4.0,33.0,17.0,14.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,66.66666666666666,5.5,3.0,0.03,7.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,280.0,7.0,5.0,180.0,21.0,14.0,57.0,76.0,15.0,40.0,36.0,56.0,9.333333333333334,287.0
KL Rahul,96.0,3819.0,83.0,2825.0,1033.0,1188.0,192.0,315.0,162.0,132.0,21.0,30.0,10.0,4.0,135.1858407079646,46.01204819277108,13.0,0.17,,,,,,,,,,,,,,,,,,,,,,
KM Jadhav,79.0,1191.0,53.0,960.0,366.0,423.0,59.0,101.0,40.0,69.0,16.0,4.0,0.0,0.0,124.06250000000001,22.471698113207548,26.0,0.15,,,,,,,,,,,,,,,,,,,,,,
KMA Paul,5.0,18.0,4.0,24.0,17.0,6.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,75.0,4.5,1.0,0.08,4.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,216.0,23.0,10.0,168.0,18.0,8.0,67.0,79.0,7.0,45.0,16.8,21.6,7.714285714285715,239.0
KMDN Kulasekara,1.0,5.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,166.66666666666669,inf,1.0,0.33,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,115.0,7.0,6.0,102.0,16.0,0.0,52.0,27.0,12.0,37.0,17.0,19.166666666666668,6.764705882352941,122.0
KP Appanna,3.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,2.0,2.0,0.0,6.0,5.0,1.0,0.0,1.0,0.0,0.0,13.0,278.0,13.0,11.0,216.0,20.0,11.0,76.0,99.0,15.0,30.0,19.636363636363637,25.272727272727273,7.722222222222221,291.0
KP Pietersen,35.0,966.0,28.0,724.0,283.0,277.0,48.0,87.0,38.0,103.0,12.0,4.0,0.0,1.0,133.4254143646409,34.5,7.0,0.17,6.0,5.0,2.0,0.0,0.0,0.0,0.0,13.0,205.0,13.0,9.0,174.0,10.0,9.0,63.0,86.0,11.0,31.0,19.333333333333332,22.77777777777778,7.068965517241379,218.0
KR Sen,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,7.0,230.0,10.0,8.0,151.0,24.0,11.0,65.0,47.0,9.0,51.0,18.875,28.75,9.139072847682119,240.0
KS Bharat,8.0,199.0,7.0,163.0,62.0,70.0,15.0,12.0,8.0,78.0,2.0,1.0,1.0,0.0,122.08588957055215,28.428571428571427,1.0,0.12,,,,,,,,,,,,,,,,,,,,,,
KS Sharma,1.0,4.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,100.0,4.0,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,
KS Williamson,73.0,2081.0,56.0,1644.0,594.0,718.0,116.0,180.0,63.0,89.0,17.0,18.0,4.0,0.0,126.58150851581509,37.160714285714285,17.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,0.0,18.0,1.0,2.0,2.0,11.0,2.0,24.0,inf,inf,10.333333333333334,31.0
KV Sharma,34.0,317.0,21.0,274.0,116.0,114.0,22.0,18.0,14.0,39.0,3.0,0.0,0.0,0.0,115.69343065693431,15.095238095238095,13.0,0.12,23.0,25.0,9.0,4.0,1.0,1.0,0.0,63.0,1546.0,51.0,64.0,1192.0,85.0,88.0,439.0,518.0,74.0,56.0,18.625,24.15625,7.781879194630873,1597.0
KW Richardson,4.0,36.0,3.0,39.0,17.0,16.0,3.0,2.0,1.0,26.0,1.0,0.0,0.0,0.0,92.3076923076923,12.0,1.0,0.08,2.0,7.0,5.0,0.0,1.0,0.0,0.0,15.0,458.0,21.0,21.0,335.0,40.0,23.0,146.0,113.0,22.0,47.0,15.952380952380953,21.80952380952381,8.202985074626865,479.0
Kamran Akmal,6.0,128.0,4.0,78.0,33.0,20.0,4.0,13.0,8.0,53.0,0.0,1.0,0.0,0.0,164.1025641025641,32.0,2.0,0.27,,,,,,,,,,,,,,,,,,,,,,
Kamran Khan,1.0,3.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,60.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,9.0,228.0,20.0,14.0,167.0,25.0,10.0,81.0,55.0,5.0,47.0,11.928571428571429,16.285714285714285,8.191616766467067,248.0
Karanveer Singh,4.0,12.0,1.0,17.0,9.0,6.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,70.58823529411765,12.0,3.0,0.06,2.0,3.0,2.0,1.0,1.0,0.0,0.0,9.0,312.0,11.0,14.0,204.0,19.0,19.0,75.0,79.0,20.0,51.0,14.571428571428571,22.285714285714285,9.176470588235293,323.0
Kartik Tyagi,6.0,13.0,4.0,16.0,7.0,7.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,81.25,3.25,2.0,0.06,4.0,9.0,3.0,0.0,0.0,0.0,0.0,16.0,541.0,35.0,15.0,365.0,52.0,27.0,164.0,121.0,22.0,46.0,24.333333333333332,36.06666666666667,8.893150684931507,576.0
Kuldeep Yadav,17.0,105.0,5.0,127.0,67.0,45.0,8.0,8.0,2.0,16.0,0.0,0.0,0.0,0.0,82.67716535433071,21.0,12.0,0.08,20.0,20.0,7.0,6.0,3.0,0.0,0.0,56.0,1608.0,50.0,64.0,1189.0,90.0,86.0,394.0,560.0,80.0,58.0,18.578125,25.125,8.114381833473507,1658.0
