Venue,Ball_Number,0,1,2,3,4,5,6,Wickets,TotalBalls
Holkar Cricket Stadium,89,4,7,1,0,1,0,1,1,15
Holkar Cricket Stadium,90,6,6,0,0,1,0,2,1,16
Holkar Cricket Stadium,91,5,10,2,0,1,0,2,1,21
Holkar Cricket Stadium,92,5,4,1,0,0,0,4,3,17
Holkar Cricket Stadium,93,2,3,3,0,1,0,4,1,14
Holkar Cricket Stadium,94,3,5,1,0,1,0,2,0,12
Holkar Cricket Stadium,95,3,7,1,0,2,0,0,0,13
Holkar Cricket Stadium,96,5,3,0,0,3,0,0,1,12
Holkar Cricket Stadium,97,4,5,2,0,1,0,3,0,15
Holkar Cricket Stadium,98,5,6,0,0,2,0,0,0,13
Holkar Cricket Stadium,99,4,5,0,0,1,0,1,1,12
Holkar Cricket Stadium,100,4,7,0,0,0,0,2,0,13
Holkar Cricket Stadium,101,2,7,0,0,1,0,0,1,11
Holkar Cricket Stadium,102,3,4,1,0,3,0,1,0,12
Holkar Cricket Stadium,103,4,5,1,0,0,0,3,1,14
Holkar Cricket Stadium,104,2,6,2,0,2,0,0,2,14
Holkar Cricket Stadium,105,3,6,1,0,0,0,1,0,11
Holkar Cricket Stadium,106,2,4,2,0,3,0,2,0,13
Holkar Cricket Stadium,107,4,3,1,0,1,0,2,1,12
Holkar Cricket Stadium,108,6,3,1,0,2,0,1,1,14
Holkar Cricket Stadium,109,3,8,1,0,4,0,1,1,18
Holkar Cricket Stadium,110,5,4,0,0,3,0,2,1,15
Holkar Cricket Stadium,111,2,4,1,0,2,0,2,1,12
Holkar Cricket Stadium,112,4,4,0,0,2,0,2,0,12
Holkar Cricket Stadium,113,0,4,1,0,4,0,1,0,10
Holkar Cricket Stadium,114,3,5,0,0,0,0,0,0,8
Holkar Cricket Stadium,115,0,7,0,0,0,0,0,0,7
Holkar Cricket Stadium,116,5,0,1,0,1,0,2,2,11
Holkar Cricket Stadium,117,0,3,1,0,3,0,1,0,8
Holkar Cricket Stadium,118,2,4,0,0,1,0,1,1,9
Holkar Cricket Stadium,119,3,2,1,0,1,0,1,3,11
Holkar Cricket Stadium,120,2,3,0,0,0,0,3,2,10
JSCA International Stadium Complex,1,12,1,0,0,0,0,0,0,13
JSCA International Stadium Complex,2,10,3,0,0,0,0,1,1,15
JSCA International Stadium Complex,3,8,1,0,0,5,0,0,0,14
JSCA International Stadium Complex,4,9,3,0,0,0,0,1,0,13
JSCA International Stadium Complex,5,5,3,1,0,4,0,0,0,13
JSCA International Stadium Complex,6,7,2,1,1,1,0,1,0,13
JSCA International Stadium Complex,7,9,5,0,0,1,0,0,0,15
JSCA International Stadium Complex,8,7,3,0,0,2,0,2,0,14
JSCA International Stadium Complex,9,9,2,0,0,1,0,0,0,12
JSCA International Stadium Complex,10,8,2,1,0,2,0,1,0,14
JSCA International Stadium Complex,11,6,2,0,1,4,0,0,0,13
JSCA International Stadium Complex,12,9,3,0,0,1,0,1,1,15
JSCA International Stadium Complex,13,9,5,0,0,2,0,0,1,17
JSCA International Stadium Complex,14,4,5,0,0,4,0,2,1,16
JSCA International Stadium Complex,15,7,6,1,0,0,0,0,1,15
JSCA International Stadium Complex,16,6,3,1,0,3,0,0,0,13
JSCA International Stadium Complex,17,3,6,1,0,1,0,1,0,12
JSCA International Stadium Complex,18,6,6,0,0,0,0,2,0,14
JSCA International Stadium Complex,19,10,3,1,0,1,0,0,1,16
JSCA International Stadium Complex,20,7,3,0,0,3,0,0,0,13
JSCA International Stadium Complex,21,4,7,1,0,1,0,1,2,16
JSCA International Stadium Complex,22,8,4,0,0,2,0,0,0,14
JSCA International Stadium Complex,23,10,2,0,0,2,0,0,0,14
JSCA International Stadium Complex,24,6,4,0,0,2,0,0,1,13
JSCA International Stadium Complex,25,10,4,0,0,2,0,0,1,17
JSCA International Stadium Complex,26,9,4,0,0,1,0,0,2,16
JSCA International Stadium Complex,27,9,4,1,0,0,0,0,1,15
JSCA International Stadium Complex,28,9,4,0,0,1,0,0,3,17
JSCA International Stadium Complex,29,7,7,0,0,0,0,0,0,14
JSCA International Stadium Complex,30,8,5,0,0,1,0,0,1,15
JSCA International Stadium Complex,31,7,2,0,1,2,0,1,1,14
JSCA International Stadium Complex,32,6,3,1,0,3,0,1,1,15
JSCA International Stadium Complex,33,5,3,0,1,3,0,1,0,13
JSCA International Stadium Complex,34,6,3,2,0,3,0,0,1,15
JSCA International Stadium Complex,35,11,2,0,0,0,0,0,0,13
JSCA International Stadium Complex,36,4,8,0,0,1,0,1,1,15
JSCA International Stadium Complex,37,8,4,1,0,2,0,0,0,15
JSCA International Stadium Complex,38,2,8,0,0,2,0,1,0,13
JSCA International Stadium Complex,39,3,6,1,0,1,0,1,0,12
JSCA International Stadium Complex,40,5,5,1,0,1,0,0,0,12
JSCA International Stadium Complex,41,5,5,2,1,0,0,0,1,14
JSCA International Stadium Complex,42,5,3,4,0,1,0,1,0,14
JSCA International Stadium Complex,43,5,7,2,0,1,0,1,1,17
JSCA International Stadium Complex,44,6,7,0,0,1,0,0,0,14
JSCA International Stadium Complex,45,3,7,1,0,2,0,0,0,13
JSCA International Stadium Complex,46,6,5,2,0,0,0,0,0,13
JSCA International Stadium Complex,47,5,5,1,0,2,0,1,0,14
JSCA International Stadium Complex,48,3,8,2,0,0,0,0,0,13
JSCA International Stadium Complex,49,4,9,2,0,1,0,0,1,17
JSCA International Stadium Complex,50,3,10,1,0,0,0,0,0,14
JSCA International Stadium Complex,51,3,5,2,1,2,0,0,0,13
JSCA International Stadium Complex,52,6,4,1,0,2,0,1,2,16
JSCA International Stadium Complex,53,4,8,1,0,1,0,0,0,14
JSCA International Stadium Complex,54,5,5,0,0,3,0,0,0,13
JSCA International Stadium Complex,55,6,7,0,1,1,0,0,0,15
JSCA International Stadium Complex,56,6,7,0,0,0,0,1,1,15
JSCA International Stadium Complex,57,5,7,0,0,1,0,1,1,15
JSCA International Stadium Complex,58,3,8,2,0,0,0,0,1,14
JSCA International Stadium Complex,59,6,4,0,0,2,0,2,0,14
JSCA International Stadium Complex,60,5,4,2,0,1,0,2,1,15
JSCA International Stadium Complex,61,4,11,0,0,0,0,0,0,15
JSCA International Stadium Complex,62,6,3,2,0,2,0,1,0,14
JSCA International Stadium Complex,63,2,6,1,0,1,0,2,1,13
JSCA International Stadium Complex,64,6,6,0,0,1,0,0,2,15
JSCA International Stadium Complex,65,5,5,0,0,1,0,2,0,13
JSCA International Stadium Complex,66,4,9,0,0,1,0,0,0,14
JSCA International Stadium Complex,67,5,9,2,0,0,0,0,0,16
JSCA International Stadium Complex,68,1,8,1,0,4,0,0,1,15
JSCA International Stadium Complex,69,5,4,3,0,2,0,0,0,14
JSCA International Stadium Complex,70,2,10,1,0,0,0,1,0,14
JSCA International Stadium Complex,71,3,11,0,0,0,0,0,0,14
JSCA International Stadium Complex,72,3,8,0,0,1,0,1,0,13
JSCA International Stadium Complex,73,6,5,1,0,1,0,1,0,14
JSCA International Stadium Complex,74,6,6,1,0,0,0,0,0,13
JSCA International Stadium Complex,75,2,7,2,0,2,0,1,0,14
JSCA International Stadium Complex,76,6,6,0,0,1,0,0,1,14
JSCA International Stadium Complex,77,6,6,1,0,0,0,1,1,15
JSCA International Stadium Complex,78,3,6,2,1,1,0,1,0,14
JSCA International Stadium Complex,79,6,6,1,0,1,0,1,1,16
JSCA International Stadium Complex,80,4,6,2,0,0,0,2,0,14
JSCA International Stadium Complex,81,5,5,2,0,1,0,0,0,13
JSCA International Stadium Complex,82,4,7,1,0,1,0,0,2,15
JSCA International Stadium Complex,83,5,8,0,0,1,0,0,0,14
JSCA International Stadium Complex,84,6,6,0,0,1,0,0,0,13
JSCA International Stadium Complex,85,2,7,1,0,2,0,1,1,14
JSCA International Stadium Complex,86,5,7,0,0,0,0,0,0,12
JSCA International Stadium Complex,87,5,6,1,0,0,0,2,1,15
JSCA International Stadium Complex,88,4,8,0,0,2,0,0,1,15
JSCA International Stadium Complex,89,3,8,0,0,2,0,1,1,15
JSCA International Stadium Complex,90,4,6,0,0,3,0,1,2,16
JSCA International Stadium Complex,91,5,6,2,0,1,0,2,0,16
JSCA International Stadium Complex,92,4,6,1,0,1,0,2,0,14
JSCA International Stadium Complex,93,5,3,3,0,3,0,0,0,14
JSCA International Stadium Complex,94,4,7,1,0,0,0,1,0,13
JSCA International Stadium Complex,95,5,4,1,0,0,0,2,2,14
JSCA International Stadium Complex,96,4,7,0,0,1,0,1,0,13
JSCA International Stadium Complex,97,4,8,0,0,3,0,0,0,15
JSCA International Stadium Complex,98,5,6,0,0,1,0,2,4,18
JSCA International Stadium Complex,99,4,4,2,0,1,0,1,1,13
JSCA International Stadium Complex,100,4,2,2,0,1,0,1,1,11
JSCA International Stadium Complex,101,5,5,0,0,1,0,2,2,15
JSCA International Stadium Complex,102,3,8,0,1,2,0,0,1,15
JSCA International Stadium Complex,103,2,6,2,0,2,0,2,1,15
JSCA International Stadium Complex,104,4,3,0,0,2,0,2,2,13
JSCA International Stadium Complex,105,4,3,4,0,1,0,0,0,12
JSCA International Stadium Complex,106,4,1,1,0,1,0,2,1,10
JSCA International Stadium Complex,107,4,8,0,0,0,0,0,2,14
JSCA International Stadium Complex,108,3,5,2,0,0,0,2,0,12
JSCA International Stadium Complex,109,4,7,1,1,2,0,0,3,18
JSCA International Stadium Complex,110,6,7,0,0,0,0,0,2,15
JSCA International Stadium Complex,111,3,4,2,0,1,0,1,1,12
JSCA International Stadium Complex,112,3,5,2,0,1,0,0,1,12
JSCA International Stadium Complex,113,4,3,4,0,1,0,0,1,13
JSCA International Stadium Complex,114,2,7,3,0,0,0,0,1,13
JSCA International Stadium Complex,115,2,4,2,0,1,0,2,0,11
JSCA International Stadium Complex,116,3,0,3,0,5,0,1,1,13
JSCA International Stadium Complex,117,1,3,5,0,1,0,0,1,11
JSCA International Stadium Complex,118,4,2,0,1,1,0,2,5,15
JSCA International Stadium Complex,119,2,4,2,0,1,0,0,0,9
JSCA International Stadium Complex,120,2,1,2,0,1,0,0,2,8
Kingsmead,1,20,5,0,0,1,0,1,3,30
Kingsmead,2,13,6,4,0,3,0,1,2,29
Kingsmead,3,18,6,2,0,3,0,1,1,31
Kingsmead,4,17,9,1,0,2,0,0,0,29
Kingsmead,5,14,7,2,0,5,0,1,1,30
Kingsmead,6,14,7,2,0,3,0,2,2,30
Kingsmead,7,17,12,1,0,5,0,0,3,38
Kingsmead,8,16,7,1,0,4,0,0,0,28
Kingsmead,9,20,4,1,0,4,0,0,3,32
Kingsmead,10,14,10,0,0,2,0,1,1,28
Kingsmead,11,15,4,1,0,5,0,2,1,28
Kingsmead,12,13,5,2,0,7,0,0,2,29
Kingsmead,13,23,8,0,0,7,0,2,0,40
Kingsmead,14,16,10,2,0,5,0,0,1,34
Kingsmead,15,14,8,0,0,4,0,2,0,28
Kingsmead,16,12,7,1,3,5,0,0,0,28
Kingsmead,17,10,11,2,0,3,0,2,0,28
Kingsmead,18,15,6,0,1,4,0,2,2,30
Kingsmead,19,15,7,4,1,3,0,4,0,34
Kingsmead,20,12,12,1,0,3,0,2,0,30
Kingsmead,21,13,7,0,0,7,0,2,2,31
Kingsmead,22,14,6,2,0,3,0,3,0,28
Kingsmead,23,11,9,3,0,4,0,2,1,30
Kingsmead,24,10,8,1,0,6,0,2,0,27
Kingsmead,25,18,9,0,0,4,0,1,1,33
Kingsmead,26,15,7,1,0,8,0,1,1,33
Kingsmead,27,15,9,0,0,3,0,3,1,31
Kingsmead,28,14,9,2,0,4,0,0,2,31
Kingsmead,29,14,4,2,1,7,0,0,1,29
Kingsmead,30,13,4,2,1,7,0,1,2,30
Kingsmead,31,14,11,1,0,6,0,1,1,34
Kingsmead,32,15,6,1,0,4,0,2,2,30
Kingsmead,33,12,10,2,1,3,0,0,3,31
Kingsmead,34,10,9,3,0,5,0,1,3,31
Kingsmead,35,14,10,1,1,2,0,0,1,29
Kingsmead,36,11,11,1,0,7,0,0,1,31
Kingsmead,37,14,16,1,0,0,0,3,1,35
Kingsmead,38,17,12,0,0,0,0,1,2,32
Kingsmead,39,10,16,1,0,2,0,0,1,30
Kingsmead,40,10,19,0,0,0,0,0,2,31
Kingsmead,41,15,12,1,0,1,0,1,4,34
Kingsmead,42,13,11,0,0,5,0,0,2,31
Kingsmead,43,9,15,3,0,2,0,1,1,31
Kingsmead,44,13,12,0,0,1,0,0,0,26
Kingsmead,45,7,16,2,1,1,0,0,1,28
Kingsmead,46,12,12,1,0,3,0,1,0,29
Kingsmead,47,15,8,1,0,5,0,1,1,31
Kingsmead,48,10,14,3,0,1,0,1,0,29
Kingsmead,49,13,18,1,0,2,0,1,1,36
Kingsmead,50,15,13,0,0,0,0,0,0,28
Kingsmead,51,12,10,3,0,1,0,1,3,30
Kingsmead,52,6,16,1,0,3,0,2,0,28
Kingsmead,53,11,15,2,0,2,0,0,0,30
Kingsmead,54,11,14,0,0,2,0,2,0,29
Kingsmead,55,12,13,4,0,1,0,1,1,32
Kingsmead,56,11,15,2,0,2,0,0,2,32
Kingsmead,57,11,9,2,0,3,0,2,1,28
Kingsmead,58,11,13,1,0,0,0,2,0,27
Kingsmead,59,13,13,1,0,1,0,0,3,31
Kingsmead,60,10,13,1,0,3,0,0,1,28
Kingsmead,61,11,19,1,0,2,0,0,0,33
Kingsmead,62,8,14,2,0,2,0,1,0,27
Kingsmead,63,10,17,0,0,1,0,1,3,32
Kingsmead,64,10,15,1,0,1,0,2,0,29
Kingsmead,65,10,14,3,0,2,0,0,3,32
Kingsmead,66,9,15,1,0,2,0,0,1,28
Kingsmead,67,10,12,1,0,4,0,2,3,32
Kingsmead,68,6,13,4,0,3,0,1,2,29
Kingsmead,69,9,13,4,0,1,0,2,1,30
Kingsmead,70,9,10,3,0,3,0,1,0,26
Kingsmead,71,10,15,3,0,0,0,0,0,28
Kingsmead,72,9,17,0,0,3,0,0,1,30
Kingsmead,73,12,14,5,0,1,0,0,2,34
Kingsmead,74,8,16,1,0,4,0,1,0,30
Kingsmead,75,12,11,2,0,2,0,1,3,31
Kingsmead,76,9,13,2,0,1,0,2,3,30
Kingsmead,77,10,17,0,0,2,0,0,0,29
Kingsmead,78,14,10,2,0,0,0,2,2,30
Kingsmead,79,10,15,3,0,2,0,2,3,35
Kingsmead,80,8,13,3,0,4,0,0,1,29
Kingsmead,81,11,11,2,0,4,0,1,2,31
Kingsmead,82,15,7,1,0,4,0,1,1,29
Kingsmead,83,7,17,1,0,1,0,1,0,27
Kingsmead,84,9,15,2,0,2,0,0,1,29
Kingsmead,85,8,13,3,0,7,0,0,3,34
Kingsmead,86,9,9,4,0,2,0,2,1,27
Kingsmead,87,10,9,6,0,2,0,1,1,29
Kingsmead,88,14,7,3,0,2,0,1,3,30
Kingsmead,89,12,11,1,0,4,0,0,1,29
Kingsmead,90,11,11,0,0,2,0,2,1,27
Kingsmead,91,7,13,5,0,2,0,2,2,31
Kingsmead,92,10,13,3,0,3,0,1,1,31
Kingsmead,93,11,9,3,0,4,0,2,1,30
Kingsmead,94,11,11,4,0,2,0,1,4,33
Kingsmead,95,9,14,5,0,1,0,0,2,31
Kingsmead,96,8,13,2,0,4,0,2,2,31
Kingsmead,97,5,16,2,0,4,0,2,1,30
Kingsmead,98,13,9,3,0,2,0,1,3,31
Kingsmead,99,8,14,3,0,3,0,0,1,29
Kingsmead,100,9,13,1,0,2,0,2,2,29
Kingsmead,101,7,13,0,0,4,0,1,2,27
Kingsmead,102,5,11,4,0,7,0,1,4,32
Kingsmead,103,6,23,4,0,3,0,1,2,39
Kingsmead,104,6,12,2,0,5,0,3,4,32
Kingsmead,105,6,9,3,0,6,0,3,1,28
Kingsmead,106,9,5,5,0,4,0,2,6,31
Kingsmead,107,7,13,5,0,3,0,1,1,30
Kingsmead,108,10,12,3,0,1,0,0,0,26
Kingsmead,109,14,9,5,0,0,0,3,5,36
Kingsmead,110,7,14,3,0,3,0,1,3,31
Kingsmead,111,7,13,2,0,2,0,2,3,29
Kingsmead,112,9,13,2,0,2,0,1,3,30
Kingsmead,113,12,8,2,0,3,0,2,4,31
Kingsmead,114,6,12,5,0,2,0,1,1,27
Kingsmead,115,11,12,3,0,4,0,2,4,36
Kingsmead,116,13,5,3,0,3,0,2,6,32
Kingsmead,117,10,6,5,1,2,0,0,6,30
Kingsmead,118,10,5,3,0,4,0,1,6,29
Kingsmead,119,6,10,1,0,4,0,0,4,25
Kingsmead,120,9,7,1,0,1,0,0,4,22
M Chinnaswamy Stadium,1,100,32,3,0,12,0,2,4,153
M Chinnaswamy Stadium,2,81,39,6,0,16,0,4,3,149
M Chinnaswamy Stadium,3,88,42,4,1,12,0,5,4,156
M Chinnaswamy Stadium,4,80,34,6,1,28,0,4,8,161
M Chinnaswamy Stadium,5,88,31,9,0,20,0,5,6,159
M Chinnaswamy Stadium,6,79,42,3,1,22,0,2,9,158
M Chinnaswamy Stadium,7,80,50,7,3,30,0,7,7,184
M Chinnaswamy Stadium,8,89,35,4,0,25,0,5,5,163
M Chinnaswamy Stadium,9,82,34,10,0,19,0,5,7,157
M Chinnaswamy Stadium,10,72,40,3,1,23,1,7,5,152
M Chinnaswamy Stadium,11,78,40,3,0,24,0,3,6,154
M Chinnaswamy Stadium,12,82,33,4,1,19,0,8,5,152
M Chinnaswamy Stadium,13,84,53,8,1,32,0,9,7,194
M Chinnaswamy Stadium,14,78,44,6,1,22,0,8,11,170
M Chinnaswamy Stadium,15,68,37,8,1,29,0,5,7,155
M Chinnaswamy Stadium,16,65,47,3,0,21,0,7,5,148
M Chinnaswamy Stadium,17,77,33,5,0,26,0,6,7,154
M Chinnaswamy Stadium,18,74,45,7,0,15,0,8,1,150
M Chinnaswamy Stadium,19,87,46,9,1,30,0,8,6,187
M Chinnaswamy Stadium,20,78,40,8,0,24,0,10,8,168
M Chinnaswamy Stadium,21,73,31,8,0,34,0,9,8,163
M Chinnaswamy Stadium,22,64,39,7,0,25,0,9,5,149
M Chinnaswamy Stadium,23,66,48,10,0,21,0,4,6,155
M Chinnaswamy Stadium,24,61,48,4,2,25,0,7,7,154
M Chinnaswamy Stadium,25,88,45,5,0,30,0,9,6,183
M Chinnaswamy Stadium,26,73,45,3,0,23,0,4,6,154
M Chinnaswamy Stadium,27,62,44,4,1,27,0,8,3,149
M Chinnaswamy Stadium,28,57,49,6,0,29,0,11,9,161
M Chinnaswamy Stadium,29,67,42,9,0,23,0,8,10,159
M Chinnaswamy Stadium,30,63,45,3,1,26,0,7,7,152
M Chinnaswamy Stadium,31,93,50,7,0,18,0,9,10,187
M Chinnaswamy Stadium,32,75,42,4,0,23,0,9,7,160
M Chinnaswamy Stadium,33,70,46,6,0,22,0,2,10,156
M Chinnaswamy Stadium,34,66,49,8,1,22,1,7,10,164
M Chinnaswamy Stadium,35,61,58,5,0,19,0,6,5,154
M Chinnaswamy Stadium,36,60,48,7,0,26,2,8,5,156
M Chinnaswamy Stadium,37,65,77,9,2,11,0,5,9,178
M Chinnaswamy Stadium,38,66,55,9,1,17,0,5,7,160
M Chinnaswamy Stadium,39,57,71,7,1,17,0,2,4,159
M Chinnaswamy Stadium,40,49,74,7,0,14,0,3,4,151
M Chinnaswamy Stadium,41,55,60,8,0,18,0,7,8,156
M Chinnaswamy Stadium,42,53,73,4,0,11,0,3,5,149
M Chinnaswamy Stadium,43,63,83,7,0,12,0,4,5,174
M Chinnaswamy Stadium,44,48,75,6,0,15,0,11,5,160
M Chinnaswamy Stadium,45,49,65,7,0,19,0,8,7,155
M Chinnaswamy Stadium,46,39,81,6,0,19,0,6,4,155
M Chinnaswamy Stadium,47,53,70,7,0,10,0,9,9,158
M Chinnaswamy Stadium,48,54,65,10,0,16,0,6,5,156
M Chinnaswamy Stadium,49,59,79,11,1,17,0,4,9,180
M Chinnaswamy Stadium,50,48,74,8,0,11,0,4,6,151
M Chinnaswamy Stadium,51,44,70,9,0,11,0,8,2,144
M Chinnaswamy Stadium,52,52,56,9,0,15,0,8,7,147
M Chinnaswamy Stadium,53,46,60,4,1,23,0,9,8,151
M Chinnaswamy Stadium,54,48,75,6,0,12,0,8,6,155
M Chinnaswamy Stadium,55,45,82,13,1,16,0,13,7,177
M Chinnaswamy Stadium,56,54,67,7,0,12,0,6,4,150
M Chinnaswamy Stadium,57,50,61,6,0,17,0,13,3,150
M Chinnaswamy Stadium,58,54,72,4,0,10,0,5,7,152
M Chinnaswamy Stadium,59,42,74,8,0,12,0,8,7,151
M Chinnaswamy Stadium,60,45,72,7,0,14,0,4,2,144
M Chinnaswamy Stadium,61,51,77,10,1,16,0,11,8,174
M Chinnaswamy Stadium,62,45,69,15,1,16,0,7,4,157
M Chinnaswamy Stadium,63,47,65,9,0,13,0,10,6,150
M Chinnaswamy Stadium,64,45,67,4,0,19,0,12,8,155
M Chinnaswamy Stadium,65,37,69,14,0,13,1,11,4,149
M Chinnaswamy Stadium,66,55,60,8,0,11,0,10,7,151
M Chinnaswamy Stadium,67,56,61,7,0,20,0,12,8,164
M Chinnaswamy Stadium,68,52,67,6,1,12,0,7,8,153
M Chinnaswamy Stadium,69,40,79,8,0,8,0,10,5,150
M Chinnaswamy Stadium,70,51,69,6,0,11,0,7,12,156
M Chinnaswamy Stadium,71,49,72,3,0,11,0,8,6,149
M Chinnaswamy Stadium,72,49,72,6,0,12,0,5,9,153
M Chinnaswamy Stadium,73,55,64,15,0,14,0,14,4,166
M Chinnaswamy Stadium,74,48,60,7,0,15,0,10,9,149
M Chinnaswamy Stadium,75,35,77,10,0,10,1,9,5,147
M Chinnaswamy Stadium,76,30,81,7,0,14,0,8,2,142
M Chinnaswamy Stadium,77,45,59,10,0,16,0,10,5,145
M Chinnaswamy Stadium,78,44,70,6,0,12,0,9,6,147
M Chinnaswamy Stadium,79,43,78,10,0,22,0,19,9,181
M Chinnaswamy Stadium,80,46,64,10,0,11,0,13,4,148
M Chinnaswamy Stadium,81,32,62,8,0,25,0,11,7,145
M Chinnaswamy Stadium,82,53,60,7,0,14,0,8,14,156
M Chinnaswamy Stadium,83,58,60,7,1,11,0,6,9,152
M Chinnaswamy Stadium,84,37,64,11,1,14,0,10,5,142
M Chinnaswamy Stadium,85,40,67,13,1,23,0,8,9,161
M Chinnaswamy Stadium,86,56,58,7,0,13,0,10,10,154
M Chinnaswamy Stadium,87,37,53,7,0,25,0,16,5,143
M Chinnaswamy Stadium,88,41,57,7,0,22,0,12,5,144
M Chinnaswamy Stadium,89,51,48,8,0,11,0,8,3,129
M Chinnaswamy Stadium,90,36,73,5,0,13,0,9,5,141
M Chinnaswamy Stadium,91,57,58,11,0,20,0,17,7,170
M Chinnaswamy Stadium,92,42,56,11,0,15,0,12,8,144
M Chinnaswamy Stadium,93,37,49,15,0,12,0,14,10,137
M Chinnaswamy Stadium,94,43,54,10,0,16,0,8,6,137
M Chinnaswamy Stadium,95,33,63,8,0,14,0,11,8,137
M Chinnaswamy Stadium,96,44,59,6,0,14,0,9,12,144
M Chinnaswamy Stadium,97,40,64,9,1,25,0,19,7,165
M Chinnaswamy Stadium,98,42,50,9,0,26,0,10,13,150
M Chinnaswamy Stadium,99,39,51,16,0,9,1,12,11,139
M Chinnaswamy Stadium,100,45,58,4,0,14,0,14,8,143
M Chinnaswamy Stadium,101,36,55,9,0,20,0,12,11,143
M Chinnaswamy Stadium,102,31,49,12,1,20,0,14,5,132
M Chinnaswamy Stadium,103,50,55,10,0,27,0,17,15,174
M Chinnaswamy Stadium,104,39,53,13,1,11,0,18,12,147
M Chinnaswamy Stadium,105,36,53,8,0,20,0,12,13,142
M Chinnaswamy Stadium,106,37,52,7,0,14,0,15,8,133
M Chinnaswamy Stadium,107,29,51,11,1,16,0,12,6,126
M Chinnaswamy Stadium,108,40,58,6,0,10,0,10,15,139
M Chinnaswamy Stadium,109,46,51,10,0,26,0,12,14,159
M Chinnaswamy Stadium,110,33,50,10,0,24,0,9,9,135
M Chinnaswamy Stadium,111,42,36,7,1,13,0,16,16,131
M Chinnaswamy Stadium,112,32,42,10,0,15,0,14,10,123
M Chinnaswamy Stadium,113,32,43,17,0,13,0,13,15,133
M Chinnaswamy Stadium,114,29,42,8,0,17,0,13,12,121
M Chinnaswamy Stadium,115,38,38,16,1,20,0,21,16,150
M Chinnaswamy Stadium,116,25,36,9,0,21,0,13,13,117
M Chinnaswamy Stadium,117,36,16,11,0,19,0,17,18,117
M Chinnaswamy Stadium,118,28,30,9,0,13,0,16,18,114
M Chinnaswamy Stadium,119,27,31,8,0,7,0,15,11,99
M Chinnaswamy Stadium,120,20,31,12,1,14,0,12,15,105
MA Chidambaram Stadium,1,78,28,6,1,12,0,1,0,126
MA Chidambaram Stadium,2,76,35,5,0,14,0,0,8,138
MA Chidambaram Stadium,3,77,25,8,1,14,0,1,2,128
MA Chidambaram Stadium,4,74,23,7,1,25,0,3,2,135
MA Chidambaram Stadium,5,75,33,4,2,12,1,2,6,135
MA Chidambaram Stadium,6,74,30,5,1,16,0,4,8,138
MA Chidambaram Stadium,7,79,37,11,0,20,0,3,1,151
MA Chidambaram Stadium,8,70,31,6,1,23,1,1,4,137
MA Chidambaram Stadium,9,75,30,4,1,14,0,3,6,133
MA Chidambaram Stadium,10,63,40,8,0,15,0,3,6,135
MA Chidambaram Stadium,11,63,31,11,3,15,0,5,4,132
MA Chidambaram Stadium,12,71,33,4,2,15,0,3,8,136
MA Chidambaram Stadium,13,80,36,10,1,19,0,10,8,164
MA Chidambaram Stadium,14,68,28,2,0,27,0,4,9,138
MA Chidambaram Stadium,15,65,28,7,1,20,0,7,6,134
MA Chidambaram Stadium,16,63,26,8,0,20,0,9,6,132
MA Chidambaram Stadium,17,58,31,9,1,19,0,4,4,126
MA Chidambaram Stadium,18,62,34,6,0,20,0,4,5,131
MA Chidambaram Stadium,19,62,51,9,1,25,0,5,4,157
MA Chidambaram Stadium,20,57,33,8,1,21,1,5,5,131
MA Chidambaram Stadium,21,59,36,2,1,23,1,4,2,128
MA Chidambaram Stadium,22,60,41,6,0,17,0,5,11,140
MA Chidambaram Stadium,23,58,39,5,2,16,0,8,1,129
MA Chidambaram Stadium,24,44,43,9,3,20,0,6,4,129
MA Chidambaram Stadium,25,64,45,5,2,31,0,5,3,155
MA Chidambaram Stadium,26,55,49,3,0,24,0,4,2,137
MA Chidambaram Stadium,27,45,39,11,2,27,0,6,3,133
MA Chidambaram Stadium,28,50,39,5,2,24,0,7,6,133
MA Chidambaram Stadium,29,48,45,6,0,23,0,6,4,132
MA Chidambaram Stadium,30,58,43,3,0,18,0,8,5,135
MA Chidambaram Stadium,31,65,40,4,3,28,0,10,6,156
MA Chidambaram Stadium,32,62,33,5,2,20,0,11,4,137
MA Chidambaram Stadium,33,47,41,10,0,22,0,7,9,136
MA Chidambaram Stadium,34,41,40,9,1,28,1,7,3,130
MA Chidambaram Stadium,35,63,37,3,0,22,0,2,4,131
MA Chidambaram Stadium,36,68,38,3,0,11,0,8,6,134
MA Chidambaram Stadium,37,53,71,9,0,11,0,2,4,150
MA Chidambaram Stadium,38,45,69,5,0,13,0,1,1,134
MA Chidambaram Stadium,39,48,57,10,1,8,0,2,6,132
MA Chidambaram Stadium,40,54,52,9,0,10,0,5,1,131
MA Chidambaram Stadium,41,47,52,10,0,15,0,4,6,134
MA Chidambaram Stadium,42,48,56,4,1,10,0,4,6,129
MA Chidambaram Stadium,43,53,67,11,0,16,0,6,3,156
MA Chidambaram Stadium,44,45,63,4,1,10,0,8,9,140
MA Chidambaram Stadium,45,39,60,8,2,10,0,9,2,130
MA Chidambaram Stadium,46,49,57,6,0,13,0,4,4,133
MA Chidambaram Stadium,47,42,65,9,0,15,0,0,1,132
MA Chidambaram Stadium,48,43,63,12,0,9,0,1,5,133
MA Chidambaram Stadium,49,55,73,12,0,11,0,3,8,162
