Venue,Ball_Number,0,1,2,3,4,5,6,Wickets,TotalBalls
Eden Gardens,5,94,29,3,1,17,0,2,6,152
Eden Gardens,6,88,34,3,0,23,0,2,6,156
Eden Gardens,7,103,43,4,0,32,2,0,5,189
Eden Gardens,8,82,38,6,1,28,0,4,12,171
Eden Gardens,9,75,46,5,0,21,0,4,4,155
Eden Gardens,10,76,31,10,1,27,0,5,6,156
Eden Gardens,11,73,37,8,0,21,0,5,4,148
Eden Gardens,12,76,30,4,1,27,0,7,5,150
Eden Gardens,13,82,42,4,0,46,0,9,4,187
Eden Gardens,14,79,38,2,1,37,0,5,7,169
Eden Gardens,15,69,43,3,2,27,0,4,5,153
Eden Gardens,16,75,36,3,1,27,0,4,7,153
Eden Gardens,17,60,42,5,1,31,0,9,4,152
Eden Gardens,18,63,40,4,0,33,0,9,5,154
Eden Gardens,19,89,40,9,0,33,0,6,7,184
Eden Gardens,20,69,35,6,1,29,0,6,7,153
Eden Gardens,21,70,44,1,0,25,0,5,8,153
Eden Gardens,22,75,43,3,0,23,0,5,10,159
Eden Gardens,23,69,47,1,0,25,1,7,4,154
Eden Gardens,24,63,53,4,0,30,1,3,4,158
Eden Gardens,25,80,57,7,0,25,0,7,2,178
Eden Gardens,26,73,43,5,1,25,0,9,7,163
Eden Gardens,27,65,54,6,0,25,0,2,11,163
Eden Gardens,28,68,40,4,0,35,0,6,2,155
Eden Gardens,29,62,46,8,0,27,0,6,6,155
Eden Gardens,30,65,48,5,0,28,0,5,10,161
Eden Gardens,31,72,57,2,0,32,1,6,5,175
Eden Gardens,32,71,46,7,0,18,0,12,7,161
Eden Gardens,33,70,56,3,0,25,0,1,6,161
Eden Gardens,34,64,40,5,0,30,0,10,7,156
Eden Gardens,35,79,49,1,2,18,0,1,9,159
Eden Gardens,36,65,49,4,0,30,0,5,8,161
Eden Gardens,37,75,68,10,0,16,0,3,4,176
Eden Gardens,38,56,70,10,0,8,0,9,7,160
Eden Gardens,39,43,74,13,0,13,0,6,3,152
Eden Gardens,40,61,73,3,0,13,0,5,7,162
Eden Gardens,41,62,66,7,0,14,0,2,3,154
Eden Gardens,42,67,64,5,1,13,0,1,5,156
Eden Gardens,43,48,85,10,0,18,0,8,2,171
Eden Gardens,44,59,70,9,0,12,0,1,9,160
Eden Gardens,45,57,67,11,0,11,0,6,12,164
Eden Gardens,46,51,66,15,0,14,0,5,6,157
Eden Gardens,47,50,81,4,0,8,0,9,7,159
Eden Gardens,48,50,76,7,0,19,0,2,8,162
Eden Gardens,49,53,77,10,0,17,0,7,4,168
Eden Gardens,50,63,62,3,0,10,0,8,12,158
Eden Gardens,51,49,74,9,0,11,0,4,6,153
Eden Gardens,52,59,59,4,0,16,0,8,7,153
Eden Gardens,53,66,59,6,1,12,0,5,5,154
Eden Gardens,54,52,73,8,0,14,0,3,6,156
Eden Gardens,55,65,77,9,0,13,0,12,8,184
Eden Gardens,56,50,77,8,0,16,0,5,5,161
Eden Gardens,57,51,59,15,0,17,0,6,3,151
Eden Gardens,58,44,75,8,2,15,0,3,9,156
Eden Gardens,59,50,64,9,0,17,0,9,6,155
Eden Gardens,60,48,74,2,0,13,0,6,3,146
Eden Gardens,61,58,60,15,1,26,0,12,3,175
Eden Gardens,62,43,67,12,1,15,0,6,8,152
Eden Gardens,63,53,56,10,0,20,0,8,8,155
Eden Gardens,64,56,67,6,0,17,0,5,7,158
Eden Gardens,65,43,80,7,0,12,1,5,7,155
Eden Gardens,66,48,73,6,0,16,0,5,7,155
Eden Gardens,67,53,89,7,0,12,0,8,6,175
Eden Gardens,68,39,83,8,0,14,0,5,3,152
Eden Gardens,69,44,71,11,0,13,0,11,9,159
Eden Gardens,70,50,71,4,0,10,0,8,11,154
Eden Gardens,71,58,63,5,0,13,0,9,8,156
Eden Gardens,72,44,71,13,0,14,0,5,11,158
Eden Gardens,73,48,76,15,0,13,0,3,8,163
Eden Gardens,74,43,63,11,0,12,0,17,8,154
Eden Gardens,75,48,64,11,1,16,0,7,6,153
Eden Gardens,76,46,62,9,0,15,0,9,6,147
Eden Gardens,77,38,74,7,1,14,0,6,5,145
Eden Gardens,78,54,61,13,0,12,0,4,2,146
Eden Gardens,79,53,74,16,0,21,1,7,7,179
Eden Gardens,80,53,55,9,1,21,0,9,11,159
Eden Gardens,81,54,62,15,1,11,0,7,6,156
Eden Gardens,82,42,71,9,0,14,0,10,6,152
Eden Gardens,83,48,64,9,0,10,0,11,9,151
Eden Gardens,84,44,64,9,1,16,0,9,4,147
Eden Gardens,85,55,62,6,0,26,0,9,11,169
Eden Gardens,86,55,55,4,0,19,0,13,11,157
Eden Gardens,87,44,66,5,1,18,0,12,7,153
Eden Gardens,88,52,54,6,0,19,0,9,11,151
Eden Gardens,89,45,63,10,0,16,0,9,5,148
Eden Gardens,90,43,66,9,0,10,0,16,8,152
Eden Gardens,91,52,80,9,1,12,0,8,7,169
Eden Gardens,92,43,67,6,0,16,0,12,9,153
Eden Gardens,93,43,59,12,0,12,0,9,8,143
Eden Gardens,94,51,55,7,0,18,0,13,10,154
Eden Gardens,95,40,72,2,1,14,0,10,8,147
Eden Gardens,96,33,67,12,1,14,0,7,5,139
Eden Gardens,97,35,78,8,0,26,0,14,5,166
Eden Gardens,98,41,61,10,0,17,0,5,6,140
Eden Gardens,99,46,53,6,1,14,0,11,12,143
Eden Gardens,100,30,61,13,0,21,0,9,5,139
Eden Gardens,101,45,50,10,0,10,0,15,9,139
Eden Gardens,102,33,68,12,1,9,0,9,6,138
Eden Gardens,103,33,78,10,0,25,0,18,8,172
Eden Gardens,104,33,62,12,0,15,0,15,13,150
Eden Gardens,105,44,51,8,0,12,0,12,14,141
Eden Gardens,106,51,47,6,0,16,0,9,14,143
Eden Gardens,107,36,52,6,0,21,0,10,6,131
Eden Gardens,108,36,50,8,1,17,0,13,18,143
Eden Gardens,109,46,68,10,1,21,0,8,9,163
Eden Gardens,110,30,53,11,0,19,0,13,8,134
Eden Gardens,111,34,54,4,1,14,0,12,9,128
Eden Gardens,112,33,55,10,0,13,0,6,12,129
Eden Gardens,113,29,46,12,0,13,0,14,5,119
Eden Gardens,114,29,45,10,0,17,0,12,7,120
Eden Gardens,115,39,45,13,1,11,0,13,11,133
Eden Gardens,116,32,36,13,0,17,0,9,13,120
Eden Gardens,117,27,33,9,0,20,0,16,13,118
Eden Gardens,118,41,29,9,0,15,0,5,15,114
Eden Gardens,119,31,35,7,0,13,0,6,19,111
Eden Gardens,120,29,25,11,0,13,0,9,16,103
Green Park,1,7,0,0,0,1,0,0,1,9
Green Park,2,3,2,1,0,2,0,0,1,9
Green Park,3,4,2,0,0,2,0,0,0,8
Green Park,4,4,4,0,0,0,0,0,0,8
Green Park,5,3,3,0,0,1,0,1,0,8
Green Park,6,3,1,0,0,2,0,0,0,6
Green Park,7,4,3,0,0,2,0,0,0,9
Green Park,8,5,0,0,0,2,0,0,0,7
Green Park,9,3,3,0,0,1,0,0,2,9
Green Park,10,2,1,0,0,4,0,1,0,8
Green Park,11,5,1,0,0,1,0,0,1,8
Green Park,12,4,2,1,0,0,0,1,0,8
Green Park,13,3,5,0,0,1,0,0,1,10
Green Park,14,5,1,0,0,2,0,0,0,8
Green Park,15,4,0,2,0,1,0,1,0,8
Green Park,16,2,3,0,0,2,0,0,0,7
Green Park,17,3,3,0,0,2,0,0,0,8
Green Park,18,3,2,0,0,2,0,1,1,9
Green Park,19,6,3,0,0,0,0,0,2,11
Green Park,20,2,3,0,0,3,0,0,0,8
Green Park,21,4,2,1,0,0,0,1,0,8
Green Park,22,4,1,0,0,2,0,1,0,8
Green Park,23,4,2,0,0,2,0,0,2,10
Green Park,24,3,3,0,0,1,0,1,0,8
Green Park,25,5,1,0,0,2,0,0,0,8
Green Park,26,2,1,1,0,4,0,0,1,9
Green Park,27,4,2,0,0,1,0,0,1,8
Green Park,28,3,2,0,0,3,0,0,0,8
Green Park,29,3,2,1,0,2,0,0,0,8
Green Park,30,3,2,0,0,0,0,2,1,8
Green Park,31,1,3,1,0,2,0,1,0,8
Green Park,32,4,4,0,0,0,0,0,0,8
Green Park,33,2,4,0,0,1,0,1,0,8
Green Park,34,1,3,0,0,2,0,1,0,7
Green Park,35,2,1,1,0,3,0,0,1,8
Green Park,36,3,0,0,0,5,0,0,0,8
Green Park,37,2,5,1,0,2,0,0,0,10
Green Park,38,2,3,1,0,2,0,0,1,9
Green Park,39,2,5,0,0,0,0,0,1,8
Green Park,40,2,5,1,0,0,0,0,0,8
Green Park,41,1,2,0,0,1,0,1,0,5
Green Park,42,2,3,0,0,1,0,0,0,6
Green Park,43,4,4,1,0,2,0,0,0,11
Green Park,44,5,3,0,0,1,0,0,0,9
Green Park,45,5,4,0,0,0,0,0,1,10
Green Park,46,3,3,0,0,1,0,1,0,8
Green Park,47,3,3,2,0,0,0,0,0,8
Green Park,48,3,4,0,0,1,0,0,0,8
Green Park,49,4,2,0,0,2,0,0,0,8
Green Park,50,0,5,0,0,0,0,1,0,6
Green Park,51,1,5,1,0,0,0,1,0,8
Green Park,52,2,4,0,0,0,0,2,0,8
Green Park,53,1,5,1,0,0,0,1,0,8
Green Park,54,3,2,0,0,2,0,0,0,7
Green Park,55,3,6,0,0,0,0,0,0,9
Green Park,56,3,2,1,0,2,0,0,2,10
Green Park,57,2,2,2,0,0,0,1,0,7
Green Park,58,2,2,0,0,3,0,0,0,7
Green Park,59,2,6,0,0,0,0,0,0,8
Green Park,60,4,2,1,0,1,0,0,2,10
Green Park,61,4,4,0,0,2,0,0,0,10
Green Park,62,3,3,1,0,1,0,0,0,8
Green Park,63,2,5,0,0,0,0,0,0,7
Green Park,64,1,4,0,0,2,0,1,0,8
Green Park,65,3,3,0,0,1,0,0,1,8
Green Park,66,4,2,0,0,2,0,0,1,9
Green Park,67,1,4,0,0,1,0,0,0,6
Green Park,68,2,4,1,0,0,0,1,0,8
Green Park,69,2,3,0,0,2,0,1,1,9
Green Park,70,2,6,0,0,0,0,0,1,9
Green Park,71,2,4,0,0,1,0,0,0,7
Green Park,72,1,5,1,0,1,0,0,0,8
Green Park,73,3,4,0,0,2,0,0,0,9
Green Park,74,4,4,0,0,1,0,0,1,10
Green Park,75,2,5,0,0,1,0,0,0,8
Green Park,76,2,4,0,0,2,0,0,1,9
Green Park,77,3,3,0,0,2,0,0,0,8
Green Park,78,4,1,1,0,0,0,1,1,8
Green Park,79,4,4,0,0,1,0,0,1,10
Green Park,80,2,4,1,0,1,0,0,0,8
Green Park,81,1,6,1,0,0,0,0,0,8
Green Park,82,4,2,0,0,0,0,1,0,7
Green Park,83,4,1,1,0,1,0,0,3,10
Green Park,84,3,3,0,0,0,0,1,0,7
Green Park,85,2,2,0,0,3,0,0,0,7
Green Park,86,1,4,0,0,2,0,0,0,7
Green Park,87,4,1,0,0,2,0,0,0,7
Green Park,88,4,1,0,0,1,0,1,0,7
Green Park,89,1,4,0,0,2,0,0,0,7
Green Park,90,0,3,1,0,3,0,0,0,7
Green Park,91,1,1,0,0,5,0,0,0,7
Green Park,92,1,5,0,0,1,0,0,0,7
Green Park,93,1,3,1,0,1,0,0,0,6
Green Park,94,3,1,0,0,1,0,1,0,6
Green Park,95,3,3,0,0,0,0,1,0,7
Green Park,96,0,5,1,0,1,0,0,0,7
Green Park,97,3,2,0,0,1,0,1,1,8
Green Park,98,1,2,2,0,0,0,1,0,6
Green Park,99,1,4,1,0,1,0,0,0,7
Green Park,100,0,2,0,0,2,0,2,0,6
Green Park,101,3,3,1,0,0,0,0,2,9
Green Park,102,1,1,0,0,3,0,0,1,6
Green Park,103,3,5,1,0,0,0,0,1,10
Green Park,104,1,2,0,0,1,0,1,0,5
Green Park,105,2,1,0,0,3,0,0,0,6
Green Park,106,1,2,2,0,2,0,0,0,7
Green Park,107,1,5,0,0,1,0,0,1,8
Green Park,108,4,1,0,0,0,0,1,0,6
Green Park,109,2,2,0,0,3,0,0,0,7
Green Park,110,2,2,0,0,0,0,0,2,6
Green Park,111,3,2,0,0,0,0,0,1,6
Green Park,112,2,2,1,0,0,0,0,0,5
Green Park,113,4,0,0,0,1,0,0,1,6
Green Park,114,2,2,0,0,0,0,0,0,4
Green Park,115,2,2,1,0,0,0,0,1,6
Green Park,116,3,1,1,0,0,0,0,3,8
Green Park,117,1,1,0,0,2,0,0,1,5
Green Park,118,1,2,0,0,1,0,0,0,4
Green Park,119,0,2,1,0,0,0,0,0,3
Green Park,120,1,1,0,0,1,0,0,1,4
Himachal Pradesh Cricket Association Stadium,1,11,4,0,0,1,0,0,0,16
Himachal Pradesh Cricket Association Stadium,2,12,6,0,0,0,0,0,0,18
Himachal Pradesh Cricket Association Stadium,3,13,2,1,0,1,0,1,1,19
Himachal Pradesh Cricket Association Stadium,4,14,1,1,0,1,0,0,0,17
Himachal Pradesh Cricket Association Stadium,5,11,3,0,0,3,0,0,1,18
Himachal Pradesh Cricket Association Stadium,6,7,5,0,1,4,0,1,0,18
Himachal Pradesh Cricket Association Stadium,7,10,4,1,0,1,0,2,1,19
Himachal Pradesh Cricket Association Stadium,8,10,1,0,0,3,0,0,0,14
Himachal Pradesh Cricket Association Stadium,9,13,1,0,0,3,0,0,1,18
Himachal Pradesh Cricket Association Stadium,10,9,0,1,0,4,0,1,2,17
Himachal Pradesh Cricket Association Stadium,11,9,3,0,0,3,0,0,0,15
Himachal Pradesh Cricket Association Stadium,12,11,4,0,0,1,0,0,1,17
Himachal Pradesh Cricket Association Stadium,13,17,4,0,0,3,0,1,0,25
Himachal Pradesh Cricket Association Stadium,14,9,3,0,0,4,0,1,1,18
Himachal Pradesh Cricket Association Stadium,15,8,4,0,0,4,0,0,0,16
Himachal Pradesh Cricket Association Stadium,16,10,5,0,0,3,0,0,1,19
Himachal Pradesh Cricket Association Stadium,17,10,4,1,0,3,0,0,1,19
Himachal Pradesh Cricket Association Stadium,18,11,3,1,0,2,0,0,3,20
Himachal Pradesh Cricket Association Stadium,19,14,1,0,0,4,0,0,0,19
Himachal Pradesh Cricket Association Stadium,20,9,7,0,0,2,0,1,0,19
Himachal Pradesh Cricket Association Stadium,21,9,2,2,0,2,0,0,2,17
Himachal Pradesh Cricket Association Stadium,22,6,2,3,0,5,0,1,0,17
Himachal Pradesh Cricket Association Stadium,23,11,6,0,0,1,0,0,2,20
Himachal Pradesh Cricket Association Stadium,24,13,2,0,0,3,0,0,2,20
Himachal Pradesh Cricket Association Stadium,25,13,2,1,0,2,0,0,1,19
Himachal Pradesh Cricket Association Stadium,26,10,4,0,0,2,0,1,0,17
Himachal Pradesh Cricket Association Stadium,27,9,7,0,0,1,0,1,2,20
Himachal Pradesh Cricket Association Stadium,28,7,3,1,0,3,0,0,0,14
Himachal Pradesh Cricket Association Stadium,29,12,3,0,0,2,0,1,0,18
Himachal Pradesh Cricket Association Stadium,30,11,1,0,0,4,0,0,0,16
Himachal Pradesh Cricket Association Stadium,31,9,8,0,1,4,0,1,0,23
Himachal Pradesh Cricket Association Stadium,32,8,0,1,0,8,0,1,0,18
Himachal Pradesh Cricket Association Stadium,33,9,4,0,0,4,0,1,0,18
Himachal Pradesh Cricket Association Stadium,34,9,5,0,0,2,0,1,0,17
Himachal Pradesh Cricket Association Stadium,35,5,5,1,0,4,0,1,1,17
Himachal Pradesh Cricket Association Stadium,36,11,2,1,0,4,0,0,1,19
Himachal Pradesh Cricket Association Stadium,37,10,6,0,0,2,0,1,0,19
Himachal Pradesh Cricket Association Stadium,38,5,6,0,0,3,0,1,0,15
Himachal Pradesh Cricket Association Stadium,39,8,5,0,1,2,0,0,0,16
Himachal Pradesh Cricket Association Stadium,40,8,7,0,0,1,0,2,1,19
Himachal Pradesh Cricket Association Stadium,41,6,5,2,0,2,0,2,1,18
Himachal Pradesh Cricket Association Stadium,42,10,4,1,0,2,0,0,1,18
Himachal Pradesh Cricket Association Stadium,43,6,5,2,0,5,0,1,0,19
Himachal Pradesh Cricket Association Stadium,44,8,5,0,0,1,0,3,0,17
Himachal Pradesh Cricket Association Stadium,45,6,5,1,0,4,0,1,1,18
Himachal Pradesh Cricket Association Stadium,46,6,8,1,0,2,0,1,1,19
Himachal Pradesh Cricket Association Stadium,47,4,8,0,0,2,0,2,0,16
Himachal Pradesh Cricket Association Stadium,48,5,8,1,0,4,0,0,1,19
Himachal Pradesh Cricket Association Stadium,49,10,10,0,0,2,0,0,0,22
Himachal Pradesh Cricket Association Stadium,50,5,7,0,0,3,0,2,1,18
Himachal Pradesh Cricket Association Stadium,51,8,7,1,0,2,0,0,0,18
Himachal Pradesh Cricket Association Stadium,52,9,7,0,0,1,0,1,1,19
Himachal Pradesh Cricket Association Stadium,53,10,5,1,0,0,0,1,0,17
Himachal Pradesh Cricket Association Stadium,54,6,9,1,0,1,0,1,0,18
Himachal Pradesh Cricket Association Stadium,55,7,7,2,0,2,0,1,1,20
Himachal Pradesh Cricket Association Stadium,56,3,14,0,0,0,0,0,0,17
Himachal Pradesh Cricket Association Stadium,57,7,5,0,0,2,0,1,1,16
Himachal Pradesh Cricket Association Stadium,58,6,6,3,0,2,0,1,1,19
Himachal Pradesh Cricket Association Stadium,59,4,4,1,0,7,0,1,1,18
Himachal Pradesh Cricket Association Stadium,60,7,6,1,0,2,0,1,0,17
Himachal Pradesh Cricket Association Stadium,61,6,9,1,0,4,0,0,0,20
Himachal Pradesh Cricket Association Stadium,62,5,6,3,0,3,0,1,2,20
Himachal Pradesh Cricket Association Stadium,63,8,6,2,0,1,0,1,0,18
Himachal Pradesh Cricket Association Stadium,64,9,4,1,0,1,0,0,3,18
Himachal Pradesh Cricket Association Stadium,65,10,2,2,0,3,0,0,1,18
Himachal Pradesh Cricket Association Stadium,66,8,5,0,0,3,0,1,1,18
Himachal Pradesh Cricket Association Stadium,67,6,10,1,0,2,0,1,0,20
Himachal Pradesh Cricket Association Stadium,68,8,4,2,1,3,0,0,2,20
Himachal Pradesh Cricket Association Stadium,69,12,4,0,0,0,0,1,1,18
Himachal Pradesh Cricket Association Stadium,70,4,9,1,0,2,0,1,0,17
Himachal Pradesh Cricket Association Stadium,71,11,4,1,0,2,0,0,0,18
Himachal Pradesh Cricket Association Stadium,72,7,9,1,0,0,0,0,2,19
Himachal Pradesh Cricket Association Stadium,73,5,12,0,0,2,0,1,0,20
Himachal Pradesh Cricket Association Stadium,74,6,8,1,0,1,0,2,1,19
Himachal Pradesh Cricket Association Stadium,75,7,5,1,0,1,0,4,0,18
Himachal Pradesh Cricket Association Stadium,76,7,7,0,0,2,0,2,0,18
Himachal Pradesh Cricket Association Stadium,77,6,7,0,0,4,0,0,1,18
Himachal Pradesh Cricket Association Stadium,78,6,6,2,0,2,0,2,1,19
Himachal Pradesh Cricket Association Stadium,79,6,6,3,0,2,0,1,1,19
Himachal Pradesh Cricket Association Stadium,80,5,7,1,0,2,0,1,1,17
Himachal Pradesh Cricket Association Stadium,81,5,8,2,0,0,0,0,1,16
Himachal Pradesh Cricket Association Stadium,82,8,4,1,0,2,0,1,0,16
Himachal Pradesh Cricket Association Stadium,83,3,9,1,0,4,0,0,1,18
Himachal Pradesh Cricket Association Stadium,84,4,11,2,0,1,0,0,0,18
Himachal Pradesh Cricket Association Stadium,85,6,8,0,0,2,0,2,2,20
Himachal Pradesh Cricket Association Stadium,86,6,6,2,0,2,0,2,3,21
Himachal Pradesh Cricket Association Stadium,87,4,11,0,0,1,0,1,1,18
Himachal Pradesh Cricket Association Stadium,88,6,7,0,0,3,0,1,1,18
Himachal Pradesh Cricket Association Stadium,89,7,4,1,0,4,0,0,0,16
Himachal Pradesh Cricket Association Stadium,90,5,7,0,0,3,0,2,0,17
Himachal Pradesh Cricket Association Stadium,91,6,12,0,0,2,0,1,2,23
Himachal Pradesh Cricket Association Stadium,92,3,6,1,0,6,0,1,0,17
Himachal Pradesh Cricket Association Stadium,93,9,5,0,0,1,0,0,2,17
Himachal Pradesh Cricket Association Stadium,94,5,8,1,0,3,0,1,2,20
Himachal Pradesh Cricket Association Stadium,95,7,6,1,0,1,0,1,1,17
Himachal Pradesh Cricket Association Stadium,96,7,2,2,0,4,0,2,0,17
Himachal Pradesh Cricket Association Stadium,97,6,9,1,0,3,0,0,3,22
Himachal Pradesh Cricket Association Stadium,98,6,4,4,0,3,0,3,1,21
Himachal Pradesh Cricket Association Stadium,99,4,5,2,0,6,0,1,0,18
Himachal Pradesh Cricket Association Stadium,100,7,4,0,0,4,0,0,3,18
Himachal Pradesh Cricket Association Stadium,101,6,8,1,0,1,0,1,2,19
Himachal Pradesh Cricket Association Stadium,102,4,7,2,0,3,0,0,1,17
Himachal Pradesh Cricket Association Stadium,103,6,6,0,0,3,0,3,1,19
Himachal Pradesh Cricket Association Stadium,104,6,9,0,0,1,0,0,1,17
Himachal Pradesh Cricket Association Stadium,105,2,6,1,0,5,0,2,0,16
Himachal Pradesh Cricket Association Stadium,106,8,4,0,0,1,0,1,2,16
Himachal Pradesh Cricket Association Stadium,107,4,7,1,0,3,0,0,0,15
Himachal Pradesh Cricket Association Stadium,108,3,5,2,0,2,0,2,0,14
Himachal Pradesh Cricket Association Stadium,109,6,5,1,0,4,0,2,1,19
Himachal Pradesh Cricket Association Stadium,110,3,5,1,0,5,0,2,1,17
Himachal Pradesh Cricket Association Stadium,111,3,5,2,0,2,0,3,2,17
Himachal Pradesh Cricket Association Stadium,112,5,5,1,0,3,0,0,1,15
Himachal Pradesh Cricket Association Stadium,113,3,7,1,0,2,0,2,1,16
Himachal Pradesh Cricket Association Stadium,114,4,6,1,0,2,0,1,3,17
Himachal Pradesh Cricket Association Stadium,115,5,1,4,0,4,0,1,3,18
Himachal Pradesh Cricket Association Stadium,116,1,2,5,0,1,0,2,0,11
Himachal Pradesh Cricket Association Stadium,117,0,3,2,0,3,0,4,0,12
Himachal Pradesh Cricket Association Stadium,118,1,7,0,0,2,0,2,1,13
Himachal Pradesh Cricket Association Stadium,119,5,5,0,0,0,0,1,5,16
Himachal Pradesh Cricket Association Stadium,120,3,3,2,0,1,0,0,2,11
Holkar Cricket Stadium,1,8,9,0,0,0,0,0,0,17
Holkar Cricket Stadium,2,8,7,1,0,1,0,0,0,17
Holkar Cricket Stadium,3,5,4,0,0,4,0,2,1,16
Holkar Cricket Stadium,4,8,5,0,0,3,0,1,0,17
Holkar Cricket Stadium,5,9,6,0,0,0,0,1,1,17
Holkar Cricket Stadium,6,10,5,1,0,2,0,0,1,19
Holkar Cricket Stadium,7,8,5,1,0,4,0,3,0,21
Holkar Cricket Stadium,8,9,5,1,0,3,0,0,0,18
Holkar Cricket Stadium,9,12,3,0,0,2,0,0,1,18
Holkar Cricket Stadium,10,9,4,0,0,3,0,1,0,17
Holkar Cricket Stadium,11,6,7,0,0,4,0,0,0,17
Holkar Cricket Stadium,12,5,5,1,1,2,0,3,0,17
Holkar Cricket Stadium,13,7,8,0,0,1,0,3,0,19
Holkar Cricket Stadium,14,7,5,0,0,5,0,0,0,17
Holkar Cricket Stadium,15,4,8,0,0,3,0,2,0,17
Holkar Cricket Stadium,16,7,5,0,0,4,0,1,0,17
Holkar Cricket Stadium,17,5,4,2,0,4,0,1,2,18
Holkar Cricket Stadium,18,10,5,1,0,0,0,2,1,19
Holkar Cricket Stadium,19,11,8,0,0,3,0,1,2,25
Holkar Cricket Stadium,20,7,6,1,0,3,0,1,1,19
Holkar Cricket Stadium,21,5,8,0,1,3,0,1,1,19
Holkar Cricket Stadium,22,3,8,0,0,3,0,1,1,16
Holkar Cricket Stadium,23,4,5,1,0,6,0,1,0,17
Holkar Cricket Stadium,24,9,5,0,0,1,0,1,0,16
Holkar Cricket Stadium,25,6,9,2,0,3,0,2,0,22
Holkar Cricket Stadium,26,9,6,0,0,1,0,2,0,18
Holkar Cricket Stadium,27,7,9,0,0,2,0,0,1,19
Holkar Cricket Stadium,28,7,7,0,0,4,0,0,2,20
Holkar Cricket Stadium,29,6,5,0,0,6,0,1,0,18
Holkar Cricket Stadium,30,7,4,1,1,5,0,0,2,20
Holkar Cricket Stadium,31,5,6,1,0,2,0,3,0,17
Holkar Cricket Stadium,32,10,4,0,0,1,0,1,4,20
Holkar Cricket Stadium,33,8,5,0,0,2,0,1,0,16
Holkar Cricket Stadium,34,9,3,0,0,5,0,0,2,19
Holkar Cricket Stadium,35,11,3,0,0,3,0,1,2,20
Holkar Cricket Stadium,36,6,7,0,0,2,0,2,2,19
Holkar Cricket Stadium,37,7,14,1,0,0,0,0,0,22
Holkar Cricket Stadium,38,7,6,1,0,4,0,0,1,19
Holkar Cricket Stadium,39,11,5,0,0,0,0,1,0,17
Holkar Cricket Stadium,40,6,5,2,0,1,0,1,1,16
Holkar Cricket Stadium,41,5,5,2,0,2,0,3,1,18
Holkar Cricket Stadium,42,8,7,0,0,2,0,0,0,17
Holkar Cricket Stadium,43,6,9,0,0,5,0,1,0,21
Holkar Cricket Stadium,44,7,7,0,0,2,0,2,0,18
Holkar Cricket Stadium,45,3,10,2,0,1,0,0,0,16
Holkar Cricket Stadium,46,3,11,1,0,1,0,0,0,16
Holkar Cricket Stadium,47,4,9,1,0,1,0,1,0,16
Holkar Cricket Stadium,48,6,7,0,0,0,0,3,1,17
Holkar Cricket Stadium,49,6,7,0,0,4,0,2,1,20
Holkar Cricket Stadium,50,7,7,1,0,2,0,0,1,18
Holkar Cricket Stadium,51,3,9,1,0,0,0,2,0,15
Holkar Cricket Stadium,52,3,8,0,0,0,0,2,1,14
Holkar Cricket Stadium,53,8,5,1,0,2,0,0,1,17
Holkar Cricket Stadium,54,5,6,0,0,2,0,2,2,17
Holkar Cricket Stadium,55,6,10,2,0,2,0,0,0,20
Holkar Cricket Stadium,56,5,10,0,0,1,0,1,0,17
Holkar Cricket Stadium,57,2,8,1,0,1,0,2,0,14
Holkar Cricket Stadium,58,5,8,1,0,1,0,0,1,16
Holkar Cricket Stadium,59,4,9,0,0,1,0,2,0,16
Holkar Cricket Stadium,60,6,7,1,0,1,0,1,0,16
Holkar Cricket Stadium,61,3,9,1,0,0,0,3,0,16
Holkar Cricket Stadium,62,3,5,1,0,3,0,3,0,15
Holkar Cricket Stadium,63,4,8,1,0,1,0,1,0,15
Holkar Cricket Stadium,64,3,10,1,0,0,0,0,0,14
Holkar Cricket Stadium,65,4,9,0,0,1,0,2,2,18
Holkar Cricket Stadium,66,6,7,0,0,1,0,1,1,16
Holkar Cricket Stadium,67,7,9,0,0,2,0,2,2,22
Holkar Cricket Stadium,68,5,9,0,0,1,0,1,2,18
Holkar Cricket Stadium,69,5,8,1,0,0,0,2,1,17
Holkar Cricket Stadium,70,3,10,0,0,3,0,0,2,18
Holkar Cricket Stadium,71,6,7,0,0,1,0,2,2,18
Holkar Cricket Stadium,72,5,5,2,0,2,0,1,1,16
Holkar Cricket Stadium,73,4,6,1,1,2,0,2,1,17
Holkar Cricket Stadium,74,3,8,1,0,2,0,1,0,15
Holkar Cricket Stadium,75,6,8,0,0,1,0,1,1,17
Holkar Cricket Stadium,76,4,9,0,0,2,0,1,1,17
Holkar Cricket Stadium,77,6,6,0,0,0,0,2,2,16
Holkar Cricket Stadium,78,5,8,0,0,2,0,0,1,16
Holkar Cricket Stadium,79,9,7,0,0,1,0,2,4,23
Holkar Cricket Stadium,80,4,10,0,0,1,0,1,0,16
Holkar Cricket Stadium,81,4,6,0,0,3,0,1,0,14
Holkar Cricket Stadium,82,7,5,1,0,1,0,2,0,16
Holkar Cricket Stadium,83,6,6,1,0,2,0,1,1,17
Holkar Cricket Stadium,84,3,11,0,0,0,0,2,1,17
Holkar Cricket Stadium,85,7,7,1,0,0,0,2,2,19
Holkar Cricket Stadium,86,7,3,0,0,2,0,3,1,16
Holkar Cricket Stadium,87,4,7,0,0,3,0,1,0,15
Holkar Cricket Stadium,88,4,4,2,0,0,0,3,0,13
