bowler,True Economy_death,True SR_death,dotpercentage_death,Containment_death,True Economy_middle,True SR_middle,dotpercentage_middle,Containment_middle,True Economy_powerplay,True SR_powerplay,dotpercentage_powerplay,Containment_powerplay
SMSM Senanayake,0.541304348,0.467748165,0.313043478,0.3,0.492583559,0.444473754,0.314285714,0.165413534,0.602479718,0.362363009,0.5376,0.496453901
SN Thakur,0.537834177,0.468206281,0.36,0.278571429,0.632266123,0.411247595,0.444806517,0.242504997,0.50461343,0.283462628,0.522957198,0.19694039
SP Narine,0.641998298,0.461927335,0.45387931,0.566129032,0.733848855,0.398814522,0.447815534,0.425900277,0.606344074,0.283220509,0.571908764,0.346180677
SR Watson,0.56097505,0.493468648,0.381625442,0.288,0.687631264,0.345135614,0.409950249,0.258145363,0.579806166,0.276123351,0.615498155,0.282558612
SS Cottrell,0.535470085,0.49594438,0.333333333,0.125,0.817400683,1,0.352941176,0.263157895,0.59446287,0.298633173,0.685714286,0.283687943
SS Sarkar,0.57,0.721900348,0.369230769,0.4,0.479926165,0.482458454,0,0,0.130766742,0.370151459,0,0
ST Jayasuriya,0.529320028,0.494048246,0.325423729,0.355555556,0.647567315,0.396757612,0.345132743,0.244360902,0.553757463,0.370151459,0.4,0.106382979
STR Binny,0.495060241,0.33565083,0.2,0.2,0.653464125,0.428668476,0.394652406,0.24428997,0.554170518,0.276151336,0.510967742,0.260047281
SW Tait,0.583240826,0.505379904,0.425531915,0.416666667,0.569849718,0.404936794,0.498876404,0.216374269,0.6276237,0.23576442,0.613574661,0.300531915
Sandeep Sharma,0.544394343,0.491167289,0.312258065,0.252083333,0.65354876,0.427924031,0.3751606,0.236437247,0.608775719,0.294666446,0.610184502,0.307974254
Shahbaz Ahmed,0.677059925,0.539590576,0.3,0.6,0.541750728,0.367407017,0.27079646,0.157894737,0.53510931,0.073825694,0.436363636,0.186170213
Shahid Afridi,0.596059933,0.383124407,0.282352941,0.266666667,0.719121292,0.469401213,0.4,0.25,0.554652379,0.275877355,0.55,0.234042553
Shakib Al Hasan,0.525168041,0.455212908,0.296842105,0.284848485,0.684294848,0.403416176,0.366787004,0.334210526,0.539710709,0.307228777,0.548648649,0.254067584
Shivam Mavi,0.517014338,0.465906052,0.343783784,0.252380952,0.686032524,0.408863097,0.525925926,0.355889724,0.560283416,0.259984403,0.539792388,0.212765957
Shoaib Ahmed,0.353603604,0.492468134,0.2,0.1,0.664789306,0.446372989,0.43125,0.302631579,0.302913865,0.292944219,0.466666667,0.106382979
Simarjeet Singh,0.602380952,0.513325608,0.5,0.5,0.864128923,0.596412556,1,0.263157895,0.605616695,0.242149982,0.613636364,0.251959686
Sohail Tanvir,0.593413729,0.588258015,0.465306122,0.633333333,0.745083752,0.409202246,0.7,0.368421053,0.590059075,0.277367319,0.7125,0.385005066
T Natarajan,0.529189353,0.471237305,0.315151515,0.232835821,0.632492807,0.298570456,0.310756972,0.263157895,0.500930331,0.300036941,0.59375,0.224586288
T Thushara,0.515155556,0.53923944,0.346666667,0.288888889,0.7178511,0.320073859,0.56,0.736842105,0.669509858,0.540820096,0.631578947,0.39893617
TA Boult,0.488197209,0.477498207,0.30619137,0.198540146,0.6615935,0.429302769,0.368316832,0.210526316,0.584475221,0.270350996,0.642400774,0.289801908
TG Southee,0.51462585,0.46419467,0.298181818,0.221621622,0.653789257,0.427974149,0.403791469,0.266917293,0.535500474,0.243461396,0.563061564,0.245901639
TK Curran,0.496024285,0.486432455,0.205405405,0.126666667,0.617299447,0.412532074,0.296470588,0.147368421,0.503154283,0.253663342,0.51,0.164410058
TL Suman,0.452380952,0.499420626,0.3,0.2,0.687291579,0.401461666,0.36,0.315789474,0.496063322,0.378278537,0.24,0.053191489
TM Dilshan,0.552,0.276940904,0.384,0.533333333,0.595132516,0.267039785,0.35049505,0.200339559,0.573042036,0.337643147,0.342857143,0.159574468
TP Sudhindra,0.525886525,0.5202781,0.171428571,0.1,0.519846545,0.446847797,0.25,0.087719298,0.546632884,0.270594754,0.5,0.212765957
TS Mills,0.522566794,0.384472769,0.375,0.25,0.499737343,0.172942495,0.257142857,0.078947368,0.556746796,0.326468415,0.591304348,0.241134752
TU Deshpande,0.487234043,0.369640788,0.3,0.2,0.491547192,0.403165392,0.158490566,0.052631579,0.453118094,0.099635865,0.590769231,0.170212766
Tejas Baroka,0,0.443800695,0,0,0.625486189,0.544183593,0.2,0.105263158,0.652106542,0.374214998,0.8,0.141843972
UT Yadav,0.52012834,0.493902775,0.332281205,0.239751553,0.621568955,0.409736663,0.415214724,0.210526316,0.556523497,0.283265608,0.599512591,0.25859894
Umar Gul,0.526511628,0.736732329,0.279069767,0.2,0.790941003,0.456667706,0.514285714,0.315789474,0.661503084,0.364462505,0.685714286,0.425531915
Umran Malik,0.620171958,0.561993048,0.55,0.338461538,0.663413303,0.476998154,0.564210526,0.239072257,0.266333026,0.341706686,0.3,0.063829787
V Pratap Singh,0.53767507,0.595017381,0.257142857,0.2,0.536147306,0.394460564,0.4,0.210526316,0.460097601,0.280753602,0.52173913,0.202634245
V Sehwag,0.316233766,0.511008111,0.218181818,0.1,0.602808022,0.385914007,0.463366337,0.216066482,0.105955273,0.309198375,0.1,0.015197568
V Shankar,0.578402778,0.299784804,0.4,0.375,0.635227567,0.416467574,0.402162162,0.203947368,0.735546319,0.504248245,0.45,0.159574468
VG Arora,0.248095238,0.492468134,0.12,0.05,0.580208388,0.452070694,0.266666667,0.084210526,0.548064523,0.253121537,0.507692308,0.206508135
VR Aaron,0.534689885,0.47964465,0.361809045,0.222222222,0.630224477,0.394813165,0.46342711,0.217736121,0.511527312,0.267479374,0.561702128,0.225583184
VRV Singh,0.583728626,0.504149256,0.326213592,0.311111111,0.605980374,0.298074387,0.372413793,0.18336163,0.431205952,0.059426179,0.505263158,0.141843972
VS Malik,0.607142857,1,0.342857143,0.133333333,0.635268239,0.346247692,0.377142857,0.192982456,0.520729166,0.270594754,0.580645161,0.290135397
VS Yeligati,0.408333333,0.73580533,0.2,0.1,0.636886258,0.734107096,0.282352941,0.070175439,0.19264595,0.378278537,0.24,0.053191489
VY Mahesh,0.649475479,0.587175038,0.561290323,0.644444444,0.61060155,0.368398368,0.38125,0.20713073,0.41667999,0.390875508,0.461538462,0.132978723
WD Parnell,0.557917656,0.490536887,0.411764706,0.388888889,0.717743923,0.326223763,0.510638298,0.421052632,0.583413818,0.303103066,0.606949807,0.309692671
WPUJC Vaas,0.549407115,0.46956581,0.260869565,0.153846154,0.553775104,0.330951296,0.166666667,0.105263158,0.607228392,0.364922641,0.698969072,0.343465046
Washington Sundar,0.516151512,0.455001931,0.339622642,0.272727273,0.693768694,0.361560052,0.351445087,0.326530612,0.588426224,0.263477225,0.539285714,0.276962583
Y Venugopal Rao,0.404885057,0.313093859,0.25,0.125,0.592032536,0.417613144,0.297986577,0.162280702,0.530056317,0.243504495,0.485714286,0.164410058
YA Abdulla,0.478786463,0.567049405,0.336842105,0.213333333,0.632418217,0.393036138,0.45,0.210526316,0.580611084,0.363548208,0.685714286,0.300375469
YK Pathan,0.564947368,0.362945796,0.331578947,0.323076923,0.612636985,0.374622728,0.355873926,0.242105263,0.594005977,0.274859818,0.570605187,0.331192292
YS Chahal,0.580341842,0.505156014,0.347586207,0.365217391,0.679185345,0.428734267,0.427710843,0.311403509,0.578599829,0.294157637,0.519685039,0.230963046
Yash Dayal,0.572097378,0.380819303,0.355555556,0.457142857,0.58439878,0.541018201,0.425,0.162679426,0.445946437,0.289619505,0.573333333,0.182978723
Z Khan,0.56443487,0.46604095,0.303050847,0.275925926,0.629091286,0.439516066,0.352702703,0.183157895,0.588021845,0.2996403,0.607631161,0.310853016
